Inven Week,Date,재고수량
202113,2021-04-04,128376
202114,2021-04-11,165624
202115,2021-04-18,111660
202116,2021-04-25,72060
202117,2021-05-02,71700
202118,2021-05-09,71340
202119,2021-05-16,90060
202120,2021-05-23,142620
202121,2021-05-30,121992
202122,2021-06-06,79152
202123,2021-06-13,118824
202124,2021-06-20,150504
202125,2021-06-27,152304
