Inven Week,Date,재고수량
202113,2021-04-04,1893411
202114,2021-04-11,1877243
202115,2021-04-18,1726941
202116,2021-04-25,1773786
202117,2021-05-02,1741370
202118,2021-05-09,1567975
202119,2021-05-16,1712000
202120,2021-05-23,1749487
202121,2021-05-30,1763644
202122,2021-06-06,1481347
202123,2021-06-13,1590643
202124,2021-06-20,1503209
202125,2021-06-27,1550754
