Inven Week,Date,재고수량
202113,2021-04-04,174600
202114,2021-04-11,217440
202115,2021-04-18,213840
202116,2021-04-25,194400
202117,2021-05-02,243720
202118,2021-05-09,230760
202119,2021-05-16,263148
202120,2021-05-23,216720
202121,2021-05-30,92160
202122,2021-06-06,129240
202123,2021-06-13,73800
202124,2021-06-20,52200
202125,2021-06-27,85680
