Inven Week,Date,재고수량
202113,2021-04-04,222750
202114,2021-04-11,225810
202115,2021-04-18,270450
202116,2021-04-25,257040
202117,2021-05-02,252900
202118,2021-05-09,223920
202119,2021-05-16,282870
202120,2021-05-23,315090
202121,2021-05-30,404460
202122,2021-06-06,465300
202123,2021-06-13,435150
202124,2021-06-20,434070
202125,2021-06-27,425160
