WW,Date,201935,201936,201937,201938,201939,201940,201941,201942,201943,201944,201945,201946,201947,201948,201949,201950,201951,201952,202001,202002,202003,202004,202005,202006,202007,202008,202009,202010,202011,202012,202013,202014,202015,202016,202017,202018,202019,202020,202021,202022,202023,202024,202025,202026,202027,202028,202029,202030,202031,202032,202033,202034,202035,202036,202037,202038,202039,202040,202041,202042,202043,202044,202045,202046,202047,202048,202049,202050,202051,202052,202053,202101,202102,202103,202104,202105,202106,202107,202108,202109,202110,202111,202112,202113,202114,202115,202116,202117,202118,202119,202120,202121,202122,202123,202124,202125,202126,202127,202128,202129,202130,202131,202132,202133,202134,202135,202136,202137,202138,202139,202140,202141,202142,202143,202144,202145,202146,202147,202148,202149,202150,202151,202152
202036,2020-09-01,0,60480,27972,52920,86886,90720,54432,82404,64638,12474,87696,120960,80892,69174,46494,87696,62748,0,29862,128520,120960,120960,105840,74844,75600,150594,120960,119826,77112,107730,115975,70686,45360,90720,117180,57456,146219,75351,105324,332262,30240,90339,211674,136080,181440,-53298,257040,241481,90720,241920,226800,161406,166320,151200,257040,272160,302400,257040,317520,332640,378000,347760,241920,226800,199849,257040,317520,287280,272160,0,0,295218,295218,295218,295218,403326,403326,403326,403326,414288,414288,414288,414288,414288,404271,404271,404271,404271,400113,400113,400113,400113,409147,409147,409147,409147,790183,792678,792678,792678,792682,476296,476296,476296,476296,595370,595370,595370,595370,381036,381036,381036,381036,381040,476296,476296,476296,476296,381036,381036,381036,381036,381040
202037,2020-09-08,0,60480,27972,52920,86886,90720,54432,82404,64638,12474,87696,120960,80892,69174,46494,87696,62748,0,29862,128520,120960,120960,105840,74844,75600,150594,120960,119826,77112,107730,115975,70686,45360,90720,117180,57456,146219,75351,105324,332262,30240,90339,211674,136080,181440,-53298,257040,241481,90720,241920,226800,161406,166320,136080,226800,272160,302400,257040,317520,332640,378000,347760,241920,226800,199849,257040,317520,287280,272160,0,0,295218,295218,295218,295218,403326,403326,403326,403326,414288,414288,414288,414288,414288,404271,404271,404271,404271,400113,400113,400113,400113,409147,409147,409147,409147,790183,792678,792678,792678,792682,476296,476296,476296,476296,595370,595370,595370,595370,381036,381036,381036,381036,381040,476296,476296,476296,476296,381036,381036,381036,381036,381040
202038,2020-09-15,0,0,27972,52920,86886,90720,54432,82404,64638,12474,87696,120960,80892,69174,46494,87696,62748,0,29862,128520,120960,120960,105840,74844,75600,150594,120960,119826,77112,107730,115975,70686,45360,90720,117180,57456,146219,75351,105324,332262,30240,90339,211674,136080,181440,-53298,257040,241481,90720,241920,226800,161406,166320,136080,166320,272160,302400,208656,317520,332640,378000,347760,241920,226800,199849,257040,317520,287280,272160,0,0,295218,295218,295218,295218,403326,403326,403326,403326,414288,414288,414288,414288,414288,404271,404271,404271,404271,400113,400113,400113,400113,409147,409147,409147,409147,790183,792678,792678,792678,792682,476296,476296,476296,476296,595370,595370,595370,595370,381036,381036,381036,381036,381040,476296,476296,476296,476296,381036,381036,381036,381036,381040
202039,2020-09-22,0,0,0,52920,86886,90720,54432,82404,64638,12474,87696,120960,80892,69174,46494,87696,62748,0,29862,128520,120960,120960,105840,74844,75600,150594,120960,119826,77112,107730,115975,70686,45360,90720,117180,57456,146219,75351,105324,332262,30240,90339,211674,136080,181440,-53298,257040,241481,90720,241920,226800,161406,166320,136080,241920,166320,226800,272160,272160,272160,302400,257040,196560,226800,211680,226800,272160,257040,241920,0,0,295218,295218,295218,295218,403326,403326,403326,403326,414288,414288,414288,414288,414288,404271,404271,404271,404271,400113,400113,400113,400113,409147,409147,409147,409147,790183,792678,792678,792678,792682,476296,476296,476296,476296,595370,595370,595370,595370,381036,381036,381036,381036,381040,476296,476296,476296,476296,381036,381036,381036,381036,381040
202040,2020-09-29,0,0,0,0,86886,90720,54432,82404,64638,12474,87696,120960,80892,69174,46494,87696,62748,0,29862,128520,120960,120960,105840,74844,75600,150594,120960,119826,77112,107730,115975,70686,45360,90720,117180,57456,146219,75351,105324,332262,30240,90339,211674,136080,181440,-53298,257040,241481,90720,241920,226800,161406,166320,136080,241920,211680,60476,226800,272160,287280,302400,317520,317520,332640,332640,393120,408240,151200,226800,0,0,295218,295218,295218,295218,403326,403326,403326,403326,414288,414288,414288,414288,414288,378378,378378,378378,378378,374220,374220,374220,374220,409147,409147,409147,409147,409147,411642,411642,411642,411642,476296,476296,476296,476296,595370,595370,595370,595370,381036,381036,381036,381036,381040,476296,476296,476296,476296,381036,381036,381036,381036,381040
202041,2020-10-06,0,0,0,0,0,90720,54432,82404,64638,12474,87696,120960,80892,69174,46494,87696,62748,0,29862,128520,120960,120960,105840,74844,75600,150594,120960,119826,77112,107730,115975,70686,45360,90720,117180,57456,146219,75351,105324,332262,30240,90339,211674,136080,181440,-53298,257040,241481,90720,241920,226800,161406,166320,136080,241920,211680,226796,181436,272160,287280,302400,317520,317520,332640,332640,393120,408240,151200,226800,0,0,295218,295218,295218,295218,403326,403326,403326,403326,414288,414288,414288,414288,414288,378378,378378,378378,378378,374220,374220,374220,374220,409147,409147,409147,409147,409147,411642,411642,411642,411642,476296,476296,476296,476296,595370,595370,595370,595370,381036,381036,381036,381036,381040,476296,476296,476296,476296,381036,381036,381036,381036,381040
202042,2020-10-13,0,0,0,0,0,0,54432,82404,64638,12474,87696,120960,80892,69174,46494,87696,62748,0,29862,128520,120960,120960,105840,74844,75600,150594,120960,119826,77112,107730,115975,70686,45360,90720,117180,57456,146219,75351,105324,332262,30240,90339,211674,136080,181440,-53298,257040,241481,90720,241920,226800,161406,166320,136080,241920,211680,226796,211676,166320,287280,302400,332640,317520,241920,287280,272160,544320,279480,226800,0,0,295218,295218,295218,295218,403326,403326,403326,403326,414288,414288,414288,414288,414288,378378,378378,378378,378378,374220,374220,374220,374220,409147,409147,409147,409147,409147,411642,411642,411642,411642,476296,476296,476296,476296,595370,595370,595370,595370,381036,381036,381036,381036,381040,476296,476296,476296,476296,381036,381036,381036,381036,381040
202043,2020-10-20,0,0,0,0,0,0,0,82404,64638,12474,87696,120960,80892,69174,46494,87696,62748,0,29862,128520,120960,120960,105840,74844,75600,150594,120960,119826,77112,107730,115975,70686,45360,90720,117180,57456,146219,75351,105324,332262,30240,90339,211674,136080,181440,-53298,257040,241481,90720,241920,226800,161406,166320,136080,241920,211680,226796,211676,287280,166320,317520,332640,317520,241920,287280,272160,544320,279480,226800,0,0,295218,295218,295218,295218,403326,403326,403326,403326,414288,414288,414288,414288,414288,378378,378378,378378,378378,374220,374220,374220,374220,409147,409147,409147,409147,409147,411642,411642,411642,411642,519750,519750,519750,519750,386694,386694,386694,386694,329314,329314,329314,329314,329314,498960,498960,498960,498960,282744,282744,282744,282744,0
202044,2020-10-27,0,0,0,0,0,0,0,0,64638,12474,87696,120960,80892,69174,46494,87696,62748,0,29862,128520,120960,120960,105840,74844,75600,150594,120960,119826,77112,107730,115975,70686,45360,90720,117180,57456,146219,75351,105324,332262,30240,90339,211674,136080,181440,-53298,257040,241481,90720,241920,226800,161406,166320,136080,241920,211680,226796,211676,287280,272160,136074,483840,317520,241920,287280,272160,544320,279480,226800,0,0,293766,293766,293766,293766,397283,397283,397283,397283,379553,379553,379553,379553,379553,465370,465370,465370,465370,364375,364375,364375,364375,330110,330110,330110,330110,330110,506764,506764,506764,506764,413442,413442,413442,413442,479455,479455,479455,479455,329075,329075,329075,329075,329075,395346,395346,395346,395346,376839,376839,376839,376839,0
202045,2020-11-03,0,0,0,0,0,0,0,0,0,12474,87696,120960,80892,69174,46494,87696,62748,0,29862,128520,120960,120960,105840,74844,75600,150594,120960,119826,77112,107730,115975,70686,45360,90720,117180,57456,146219,75351,105324,332262,30240,90339,211674,136080,181440,-53298,257040,241481,90720,241920,226800,161406,166320,136080,241920,211680,226796,211676,287280,272160,166314,169344,393120,272160,287280,257040,544320,323190,181440,0,0,237639,297048,297048,297048,381637,381637,381637,381637,406130,406130,406130,406130,330828,348597,435747,435747,435747,372462,297970,372462,297970,296169,369460,369460,369460,400383,446767,446767,446767,446767,357413,357413,357413,357413,397454,424149,424149,424149,414206,374433,374433,374433,374433,284569,355711,355711,355711,418491,460343,460343,276207,0
202046,2020-11-10,0,0,0,0,0,0,0,0,0,0,87696,120960,80892,69174,46494,87696,62748,0,29862,128520,120960,120960,105840,74844,75600,150594,120960,119826,77112,107730,115975,70686,45360,90720,117180,57456,146219,75351,105324,332262,30240,90339,211674,136080,181440,-53298,257040,241481,90720,241920,226800,161406,166320,136080,241920,211680,226796,211676,287280,272160,166314,289170,317520,332640,287280,257040,544320,323190,226800,0,233264,233264,233264,233264,233265,391020,391020,391020,391023,465139,465139,465139,465140,357633,357633,357633,357633,357635,374220,374220,374220,374220,436271,436271,436271,436272,389443,389443,389443,389443,389447,445873,445873,445873,445873,460571,460571,460571,460571,329313,329313,329313,329313,329316,419706,419706,419706,419709,289597,289597,289597,289597,289601
202047,2020-11-17,0,0,0,0,0,0,0,0,0,0,0,120960,80892,69174,46494,87696,62748,0,29862,128520,120960,120960,105840,74844,75600,150594,120960,119826,77112,107730,115975,70686,45360,90720,117180,57456,146219,75351,105324,332262,30240,90339,211674,136080,181440,-53298,257040,241481,90720,241920,226800,161406,166320,136080,241920,211680,226796,211676,287280,272160,166314,289170,332640,181440,378000,302400,544320,323190,226800,0,233264,233264,233264,233264,233265,391020,391020,391020,391023,465139,465139,465139,465140,357633,357633,357633,357633,357635,374220,374220,374220,374220,436271,436271,436271,436272,389443,389443,389443,389443,389447,445873,445873,445873,445873,460571,460571,460571,460571,329313,329313,329313,329313,329316,419706,419706,419706,419709,289597,289597,289597,289597,289601
202048,2020-11-24,0,0,0,0,0,0,0,0,0,0,0,0,80892,69174,46494,87696,62748,0,29862,128520,120960,120960,105840,74844,75600,150594,120960,119826,77112,107730,115975,70686,45360,90720,117180,57456,146219,75351,105324,332262,30240,90339,211674,136080,181440,-53298,257040,241481,90720,241920,226800,161406,166320,136080,241920,211680,226796,211676,287280,272160,166314,289170,332640,241920,272160,302400,514080,368550,226800,0,233264,233264,233264,233264,233265,391020,391020,391020,391023,465138,465138,465138,465143,357632,357632,357632,357632,357639,374220,374220,374220,374220,436270,436270,436270,436275,389443,389443,389443,389443,389447,445872,445872,445872,445876,460570,460570,460570,460574,329312,329312,329312,329312,329320,419706,419706,419706,419709,289597,289597,289597,289597,289601
202049,2020-12-01,0,0,0,0,0,0,0,0,0,0,0,0,0,69174,46494,87696,62748,0,29862,128520,120960,120960,105840,74844,75600,150594,120960,119826,77112,107730,115975,70686,45360,90720,117180,57456,146219,75351,105324,332262,30240,90339,211674,136080,181440,-53298,257040,241481,90720,241920,226800,161406,166320,136080,241920,211680,226796,211676,287280,272160,166314,289170,332640,241920,362880,332368,483840,368550,226800,0,55539,277695,277695,277695,277697,391020,391020,391020,391023,465138,465138,465138,465143,357632,357632,357632,357632,357639,374220,374220,374220,374220,436270,436270,436270,436275,389443,389443,389443,389443,389447,445872,445872,445872,445876,460570,460570,460570,460574,329312,329312,329312,329312,329320,419706,419706,419706,419709,289597,289597,289597,289597,289601
202050,2020-12-08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46494,87696,62748,0,29862,128520,120960,120960,105840,74844,75600,150594,120960,119826,77112,107730,115975,70686,45360,90720,117180,57456,146219,75351,105324,332262,30240,90339,211674,136080,181440,-53298,257040,241481,90720,241920,226800,161406,166320,136080,241920,211680,226796,211676,287280,272160,166314,289170,332640,241920,362880,332368,393120,368550,226800,0,0,0,60480,196560,211680,241920,272160,332640,362880,302400,362880,362880,181440,393120,347760,423360,438480,438480,378000,362880,362880,362880,347760,347760,347760,347760,650160,362880,347760,347760,0,347760,347760,347760,347760,347760,347760,362880,332640,332640,347760,347760,347760,317520,419580,419580,419580,419580,192620,192620,192620,192620,192628
202051,2020-12-15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,87696,62748,0,29862,128520,120960,120960,105840,74844,75600,150594,120960,119826,77112,107730,115975,70686,45360,90720,117180,57456,146219,75351,105324,332262,30240,90339,211674,136080,181440,-53298,257040,241481,90720,241920,226800,161406,166320,136080,241920,211680,226796,211676,287280,272160,166314,289170,332640,241920,362880,332368,483840,287280,279342,0,0,0,120960,166320,181440,302400,302400,302400,302400,260064,260064,260064,260064,260064,325080,325080,325080,325080,302400,302400,302400,302400,260064,260064,260064,260064,562464,302400,302400,302400,0,263088,263088,263088,263088,263088,302400,302400,302400,302400,302400,302400,302400,302400,325080,325080,325080,325080,192628,192620,192620,192620,192620
202052,2020-12-22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,62748,0,29862,128520,120960,120960,105840,74844,75600,150594,120960,119826,77112,107730,115975,70686,45360,90720,117180,57456,146219,75351,105324,332262,30240,90339,211674,136080,181440,-53298,257040,241481,90720,241920,226800,161406,166320,136080,241920,211680,226796,211676,287280,272160,166314,289170,332640,241920,362880,332368,483840,316008,233798,0,0,0,105840,105840,136080,272160,272160,272160,241920,287280,287280,287280,287280,272160,362880,362880,362880,362880,302400,302400,302400,302400,260064,260064,260064,260064,562464,302400,302400,302400,0,263088,263088,263088,263088,263088,302400,302400,302400,302400,302400,302400,302400,302400,325080,325080,325080,325080,192628,192620,192620,192620,192620
202053,2020-12-29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29862,128520,120960,120960,105840,74844,75600,150594,120960,119826,77112,107730,115975,70686,45360,90720,117180,57456,146219,75351,105324,332262,30240,90339,211674,136080,181440,-53298,257040,241481,90720,241920,226800,161406,166320,136080,241920,211680,226796,211676,287280,272160,166314,289170,332640,241920,362880,332368,483840,316008,279158,0,0,0,105840,105840,136080,272160,272160,272160,241920,287280,287280,287280,287280,272160,362880,362880,362880,362880,302400,302400,302400,302400,260064,260064,260064,260064,562464,302400,302400,302400,0,263088,263088,263088,263088,263088,302400,302400,302400,302400,302400,302400,302400,302400,325080,325080,325080,325080,192628,192620,192620,192620,192620
202101,2021-01-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29862,128520,120960,120960,105840,74844,75600,150594,120960,119826,77112,107730,115975,70686,45360,90720,117180,57456,146219,75351,105324,332262,30240,90339,211674,136080,181440,-53298,257040,241481,90720,241920,226800,161406,166320,136080,241920,211680,226796,211676,287280,272160,166314,289170,332640,241920,362880,332368,483840,317520,279158,0,0,0,90720,90720,105840,211680,211680,287280,347760,317520,317520,332640,257040,257040,302400,378000,378000,393120,347760,272160,332640,257040,257040,287280,241920,257040,559440,302400,302400,302400,0,263088,263088,263088,263088,263088,302400,302400,302400,302400,302400,302400,302400,302400,325080,325080,325080,325080,192628,192620,192620,192620,192620
202102,2021-01-12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,128520,120960,120960,105840,74844,75600,150594,120960,119826,77112,107730,115975,70686,45360,90720,117180,57456,146219,75351,105324,332262,30240,90339,211674,136080,181440,-53298,257040,241481,90720,241920,226800,161406,166320,136080,241920,211680,226796,211676,287280,272160,166314,289170,332640,241920,362880,332368,483840,316008,279158,0,0,0,0,181440,196560,211680,241920,302400,332640,317520,317520,332640,257040,257040,302400,378000,378000,393120,347760,272160,332640,257040,257040,287280,241920,257040,559440,302400,302400,302400,0,263088,263088,263088,263088,232848,302400,302400,302400,272160,302400,302400,302400,272160,325080,325080,325080,294840,192628,192620,192620,192620,192620
202103,2021-01-19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,120960,120960,105840,74844,75600,150594,120960,119826,77112,107730,115975,70686,45360,90720,117180,57456,146219,75351,105324,332262,30240,90339,211674,136080,181440,-53298,257040,241481,90720,241920,226800,161406,166320,136080,241920,211680,226796,211676,287280,272160,166314,289170,332640,241920,362880,332368,483840,316008,279158,0,0,0,0,272160,181440,241920,287280,287280,347760,347760,347760,347760,257040,257040,302400,378000,378000,393120,347760,272160,332640,257040,257040,287280,241920,257040,559440,302400,302400,302400,0,263088,263088,263088,263088,232848,302400,302400,302400,272160,302400,302400,302400,272160,325080,325080,325080,294840,192628,192620,192620,192620,192620
202104,2021-01-26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,120960,105840,74844,75600,150594,120960,119826,77112,107730,115975,70686,45360,90720,117180,57456,146219,75351,105324,332262,30240,90339,211674,136080,181440,-53298,257040,241481,90720,241920,226800,161406,166320,136080,241920,211680,226796,211676,287280,272160,166314,289170,332640,241920,362880,332368,483840,316008,279158,0,0,0,15120,211302,241920,241920,287280,302400,347760,347760,332640,393120,408240,181440,302400,378000,378000,393120,347760,272160,332640,257040,257040,287280,241920,257040,559440,302400,302400,302400,0,263088,263088,263088,263088,232848,302400,302400,302400,272160,302400,302400,302400,272160,325080,325080,325080,294840,192628,192620,192620,192620,192620
202105,2021-02-02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,105840,74844,75600,150594,120960,119826,77112,107730,115975,70686,45360,90720,117180,57456,146219,75351,105324,332262,30240,90339,211674,136080,181440,-53298,257040,241481,90720,241920,226800,161406,166320,136080,241920,211680,226796,211676,287280,272160,166314,289170,332640,241920,362880,332368,483840,316008,279158,0,0,0,15120,271782,166320,196560,302400,302400,365380,362880,347760,408240,423360,378000,287280,423360,438480,287280,378000,302400,302400,196560,378000,272160,332640,362880,756000,378000,362880,347760,0,332640,317520,332640,302400,302400,287280,226800,257040,257040,287280,302400,272160,257040,302400,287280,211680,272160,272160,272160,257040,181440,0
202106,2021-02-09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,74844,75600,150594,120960,119826,77112,107730,115975,70686,45360,90720,117180,57456,146219,75351,105324,332262,30240,90339,211674,136080,181440,-53298,257040,241481,90720,241920,226800,161406,166320,136080,241920,211680,226796,211676,287280,272160,166314,289170,332640,241920,362880,332368,483840,316008,279158,0,0,0,15120,271782,166320,166316,302400,302400,365380,362880,347760,408240,423360,378000,287280,423360,438480,287280,378000,302400,302400,196560,378000,272160,332640,362880,756000,378000,362880,347760,0,332640,317520,332640,302400,302400,287280,226800,257040,257040,287280,302400,272160,257040,302400,287280,211680,272160,272160,272160,257040,181440,0
202107,2021-02-16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,75600,150594,120960,119826,77112,107730,115975,70686,45360,90720,117180,57456,146219,75351,105324,332262,30240,90339,211674,136080,181440,-53298,257040,241481,90720,241920,226800,161406,166320,136080,241920,211680,226796,211676,287280,272160,166314,289170,332640,241920,362880,332368,483840,316008,279158,0,0,0,15120,271782,166320,196556,102815,483840,365380,362880,362880,408240,408240,347760,302400,423360,438480,226800,378000,302400,302400,196560,453600,272160,332640,362880,756000,378000,362880,347760,0,332640,317520,332640,302400,302400,287280,226800,257040,257040,287280,302400,272160,257040,302400,287280,211680,272160,272160,272160,257040,181440,0
202108,2021-02-23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,150594,120960,119826,77112,107730,115975,70686,45360,90720,117180,57456,146219,75351,105324,332262,30240,90339,211674,136080,181440,-53298,257040,241481,90720,241920,226800,161406,166320,136080,241920,211680,226796,211676,287280,272160,166314,289170,332640,241920,362880,332368,483840,316008,279158,0,0,0,15120,271782,166320,196556,193535,317452,456100,362880,362880,408240,408240,317520,287280,423360,438480,272160,332640,272160,287280,196560,378000,302400,362880,393120,786240,378000,362880,347760,0,332640,317520,332640,302400,302400,287280,226800,257040,257040,287280,302400,272160,257040,302400,287280,211680,272160,272160,272160,257040,181440,0
202109,2021-03-02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,120960,119826,77112,107730,115975,70686,45360,90720,117180,57456,146219,75351,105324,332262,30240,90339,211674,136080,181440,-53298,257040,241481,90720,241920,226800,161406,166320,136080,241920,211680,226796,211676,287280,272160,166314,289170,332640,241920,362880,332368,483840,316008,279158,0,0,0,15120,271782,166320,196556,193535,317452,408240,332640,332640,393120,408240,226800,287280,423360,423360,317520,317520,241920,241920,75600,378000,302400,332640,317520,378000,423360,393120,378000,362880,362880,347760,302400,287280,362880,347760,241920,287280,272160,347760,362880,287280,272160,287280,302400,211680,287280,287280,287280,287280,196560,0
