WW,Date,201901,201902,201903,201904,201905,201906,201907,201908,201909,201910,201911,201912,201913,201914,201915,201916,201917,201918,201919,201920,201921,201922,201923,201924,201925,201926,201927,201928,201929,201930,201931,201932,201933,201934,201935,201936,201937,201938,201939,201940,201941,201942,201943,201944,201945,201946,201947,201948,201949,201950,201951,201952,202001,202002,202003,202004,202005,202006,202007,202008,202009,202010,202011,202012,202013,202014
201915,2019-04-09,30240,38400,8160,0,30240,60480,59229,0,-60480,4536,6804,30240,31752,49896,84672,54000,40000,75600,105840,90720,105840,90720,90720,90720,90720,90720,105840,105840,105840,106340,105840,120960,120960,120960,120960,136080,136080,136080,136080,151200,151200,151200,151200,151200,151200,151200,151200,151200,151200,151200,151200,151200,408115,408115,408115,408115,408116,517056,517056,517056,517056,542784,542784,542784,542784,0
201916,2019-04-16,30240,38400,8160,0,30240,60480,59229,0,-60480,4536,6804,30240,31752,49896,39312,90720,60480,75600,105840,90720,105840,90720,90720,90720,90720,90720,105840,105840,105840,106340,105840,120960,120960,120960,120960,136080,136080,136080,136080,151200,151200,151200,151200,151200,151200,151200,151200,151200,151200,151200,151200,151200,408115,408115,408115,408115,408116,517056,517056,517056,517056,542784,542784,542784,542784,0
201917,2019-04-23,30240,38400,8160,0,30240,60480,59229,0,-60480,4536,6804,30240,31752,49896,39312,45360,55566,60480,105840,90720,105840,90720,90720,90720,90720,90720,105840,105840,105840,106340,105840,120960,120960,120960,120960,136080,136080,136080,136080,151200,151200,151200,151200,151200,151200,151200,151200,151200,151200,151200,151200,151200,408115,408115,408115,408115,408116,517056,517056,517056,517056,542784,542784,542784,542784,0
201918,2019-04-30,30240,38400,8160,0,30240,60480,59229,0,-60480,4536,6804,30240,31752,49896,39312,40845,45360,30240,45360,66300,75600,75600,136080,45360,75600,60480,105840,105840,105840,106340,105840,120960,120960,120960,120960,136080,136080,136080,136080,151200,151200,151200,151200,151200,151200,151200,151200,151200,151200,151200,151200,151200,408115,408115,408115,408115,408116,517056,517056,517056,517056,542784,542784,542784,542784,0
201919,2019-05-07,30240,38400,8160,0,30240,60480,59229,0,-60480,4536,6804,30240,31752,49896,39312,40845,45360,30240,45360,66300,75600,75600,136080,45360,75600,60480,105840,105840,105840,106340,105840,120960,120960,120960,120960,136080,136080,136080,136080,151200,151200,151200,151200,151200,151200,151200,151200,151200,151200,151200,151200,151200,0,196560,226800,226800,272160,287280,287280,287280,317520,317520,332640,317520,347760,347760
201920,2019-05-14,30240,38400,8160,0,30240,60480,59229,0,-60480,4536,6804,30240,31752,49896,39312,40845,45360,30240,45360,60480,75600,60480,120960,45360,90720,60480,105840,105840,105840,106340,105840,120960,120960,120960,120960,136080,136080,136080,136080,151200,151200,151200,151200,151200,151200,151200,151200,151200,151200,151200,151200,151200,0,196560,226800,226800,272160,287280,287280,287280,317520,317520,332640,317520,347760,347760
201921,2019-05-21,30240,38400,8160,0,30240,60480,59229,0,-60480,4536,6804,30240,31752,49896,39312,40845,45360,30240,45360,60480,75600,60480,120960,45360,90720,60480,105840,105840,105840,106340,105840,120960,120960,120960,120960,136080,136080,136080,136080,151200,151200,151200,151200,151200,151200,151200,151200,151200,151200,151200,151200,151200,0,196560,226800,226800,272160,287280,287280,287280,317520,317520,332640,317520,347760,347760
201922,2019-05-28,30240,38400,8160,0,30240,60480,59229,0,-60480,4536,6804,30240,31752,49896,39312,40845,45360,30240,45360,60480,60480,60480,120960,45360,100720,60480,105840,105840,105840,106340,105840,120960,120960,120960,120960,136080,136080,136080,136080,151200,151200,151200,151200,151200,151200,151200,151200,151200,151200,151200,151200,151200,0,196560,226800,226800,272160,287280,287280,287280,317520,317520,332640,317520,347760,347760
201923,2019-06-04,30240,38400,8160,0,30240,60480,59229,0,-60480,4536,6804,30240,31752,49896,39312,40845,45360,30240,45360,60480,60480,30240,120960,45360,100720,60480,105840,105840,105840,106340,105840,120960,120960,120960,120960,136080,136080,136080,136080,151200,151200,151200,151200,151200,151200,151200,151200,151200,151200,151200,151200,151200,0,196560,226800,226800,272160,287280,287280,287280,317520,317520,332640,317520,347760,347760
201924,2019-06-11,30240,38400,8160,0,30240,60480,59229,0,-60480,4536,6804,30240,31752,49896,39312,40845,45360,30240,45360,60480,60480,30240,75600,15120,10000,60480,105840,105840,105840,106340,120960,120960,136080,120960,120960,120960,120960,120960,120960,120960,151200,151200,151200,151200,151200,151200,151200,181440,181440,181440,181440,0,151200,196560,226800,226800,272160,287280,287280,287280,317520,317520,332640,317520,347760,0
201925,2019-06-18,30240,38400,8160,0,30240,60480,59229,0,-60480,4536,6804,30240,31752,49896,39312,40845,45360,30240,45360,60480,60480,30240,75600,15120,10000,60480,75600,60480,90720,91220,120960,120960,136080,60480,45360,45360,105840,105840,120960,120960,151200,151200,151200,151200,151200,151200,151200,181440,181440,181440,181440,0,151200,196560,226800,226800,272160,287280,287280,287280,317520,317520,332640,317520,347760,0
201926,2019-06-25,30240,38400,8160,0,30240,60480,59229,0,-60480,4536,6804,30240,31752,49896,39312,40845,45360,30240,45360,60480,60480,30240,75600,15120,0,60480,75600,60480,90720,91220,120960,120960,136080,60480,45360,45360,105840,105840,120960,120960,151200,151200,151200,151200,151200,151200,151200,181440,181440,181440,181440,0,151200,196560,226800,226800,272160,287280,287280,287280,317520,317520,332640,317520,347760,0
201927,2019-07-02,30240,38400,8160,0,30240,60480,59229,0,-60480,4536,6804,30240,31752,49896,39312,40845,45360,30240,45360,60480,60480,30240,75600,15120,0,30240,75600,60480,90720,91220,120960,120960,136080,60480,45360,45360,105840,105840,120960,120960,151200,151200,151200,151200,151200,151200,151200,181440,181440,181440,181440,0,151200,196560,226800,226800,272160,287280,287280,287280,317520,317520,332640,317520,347760,0
201928,2019-07-09,30240,38400,8160,0,30240,60480,59229,0,-60480,4536,6804,30240,31752,49896,39312,40845,45360,30240,45360,60480,60480,30240,75600,15120,0,30240,0,45360,30240,77100,120960,120960,136080,60480,45360,45360,105840,105840,120960,120960,151200,151200,151200,181440,181440,181440,166320,241920,181440,181440,181440,0,151200,196560,226800,226800,272160,287280,287280,287280,317520,317520,332640,317520,347760,0
201929,2019-07-16,30240,38400,8160,0,30240,60480,59229,0,-60480,4536,6804,30240,31752,49896,39312,40845,45360,30240,45360,60480,60480,30240,75600,15120,0,30240,0,0,30240,76100,120960,120960,136080,60480,45360,45360,105840,105840,120960,120960,151200,151200,151200,181440,181440,181440,166320,241920,181440,181440,181440,0,151200,196560,226800,226800,272160,287280,287280,287280,317520,317520,332640,317520,347760,0
201930,2019-07-23,30240,38400,8160,0,30240,60480,59229,0,-60480,4536,6804,30240,31752,49896,39312,40845,45360,30240,45360,60480,60480,30240,75600,15120,0,45360,60480,15120,29862,45860,60480,75600,90720,60480,75600,45360,105840,105840,120960,120960,151200,151200,151200,181440,181440,181440,166320,241920,181440,181440,181440,0,248531,264376,279152,293228,293228,293228,314394,330488,336284,309672,334098,341550,351900,0
201931,2019-07-30,30240,38400,8160,0,30240,60480,59229,0,-60480,4536,6804,30240,31752,49896,39312,40845,45360,30240,45360,60480,60480,30240,75600,15120,0,45360,60480,15120,29862,17766,72954,75600,92720,60480,75600,45360,107840,105840,120960,120960,151200,151200,151200,181440,181440,181440,166320,241920,181440,181440,181440,0,248531,264376,279152,293228,293228,293228,314394,330488,336284,309672,334098,341550,351900,0
201932,2019-08-06,30240,38400,8160,0,30240,60480,59229,0,-60480,4536,6804,30240,31752,49896,39312,40845,45360,30240,45360,60480,60480,30240,75600,15120,0,45360,60480,15120,29862,32886,57834,75600,92720,60480,75600,45360,107840,105840,120960,120960,151200,151200,151200,181440,181440,181440,166320,241920,181440,181440,181440,0,248531,264376,279152,293228,293228,293228,314394,330488,336284,309672,334098,341550,351900,0
201933,2019-08-13,30240,38400,8160,0,30240,60480,59229,0,-60480,4536,6804,30240,31752,49896,39312,40845,45360,30240,45360,60480,60480,30240,75600,15120,0,45360,60480,15120,29862,32886,57834,45360,62480,75600,60480,75600,107840,105840,120960,120960,151200,151200,151200,181440,181440,181440,166320,241920,181440,181440,181440,0,248531,264376,279152,293228,293228,293228,314394,330488,336284,309672,334098,341550,351900,0
201934,2019-08-20,30240,38400,8160,0,30240,60480,59229,0,-60480,4536,6804,30240,31752,49896,39312,40845,45360,30240,45360,60480,60480,30240,75600,15120,0,45360,60480,15120,29862,32886,57834,45360,6048,105840,75600,75600,107840,105840,120960,120960,151200,151200,151200,181440,181440,181440,166320,241920,181440,181440,181440,0,248531,264376,279152,293228,293228,293228,314394,330488,336284,309672,334098,341550,351900,0
201935,2019-08-27,30240,38400,8160,0,30240,60480,59229,0,-60480,4536,6804,30240,31752,49896,39312,40845,45360,30240,45360,60480,60480,30240,75600,15120,0,45360,60480,15120,29862,32886,57834,45360,4284,65361,75600,75600,92720,105840,90720,90720,151200,136080,151200,136080,151200,196560,151200,196560,211680,211680,75600,15120,97331,264376,279152,293228,293228,293228,314394,330488,336284,309672,334098,341550,351900,0
201936,2019-09-03,30240,38400,8160,0,30240,60480,59229,0,-60480,4536,6804,30240,31752,49896,39312,40845,45360,30240,45360,60480,60480,30240,75600,15120,0,45360,60480,15120,29862,32886,57834,45360,4284,74811,60478,75600,92720,105840,90720,90720,151200,136080,151200,136080,151200,196560,151200,196560,211680,211680,75600,15120,97331,264376,279152,293228,293228,293228,314394,330488,336284,309672,334098,341550,351900,0
201937,2019-09-10,30240,38400,8160,0,30240,60480,59229,0,-60480,4536,6804,30240,31752,49896,39312,40845,45360,30240,45360,60480,60480,30240,75600,15120,0,45360,60480,15120,29862,32886,57834,45360,4284,74811,60478,60480,62480,60480,75600,75600,75600,75600,90720,105840,105840,105840,120960,136080,136080,136080,75600,0,97331,264376,279152,293228,293228,293228,314394,330488,336284,309672,334098,341550,351900,0
201938,2019-09-17,30240,38400,8160,0,30240,60480,59229,0,-60480,4536,6804,30240,31752,49896,39312,40845,45360,30240,45360,60480,60480,30240,75600,15120,0,45360,60480,15120,29862,32886,57834,45360,4284,74811,60478,60480,12852,90720,60480,75600,75600,75600,90720,105840,105840,105840,120960,136080,136080,136080,75600,0,97331,264376,279152,293228,293228,293228,314394,330488,336284,309672,334098,341550,351900,0
201939,2019-09-24,30240,38400,8160,0,30240,60480,59229,0,-60480,4536,6804,30240,31752,49896,39312,40845,45360,30240,45360,60480,60480,30240,75600,15120,0,45360,60480,15120,29862,32886,57834,45360,4284,74811,60478,60480,27972,52920,72480,75600,75600,75600,90720,105840,105840,105840,120960,136080,136080,136080,75600,0,97331,264376,279152,293228,293228,293228,314394,330488,336284,309672,334098,341550,351900,0
201940,2019-10-01,30240,38400,8160,0,30240,60480,59229,0,-60480,4536,6804,30240,31752,49896,39312,40845,45360,30240,45360,60480,60480,30240,75600,15120,0,45360,60480,15120,29862,32886,57834,45360,4284,74811,60478,60480,27972,52920,86886,75600,75600,90720,90720,105840,120960,120960,120960,136080,151200,151200,90720,0,97331,264376,279152,293228,293228,293228,314394,330488,336284,309672,334098,341550,351900,0
201941,2019-10-08,30240,38400,8160,0,30240,60480,59229,0,-60480,4536,6804,30240,31752,49896,39312,40845,45360,30240,45360,60480,60480,30240,75600,15120,0,45360,60480,15120,29862,32886,57834,45360,4284,74811,60478,60480,27972,52920,86886,90720,75600,90720,90720,105840,120960,120960,122960,136080,181440,181440,105840,0,97331,264376,279152,293228,293228,293228,314394,330488,336284,309672,334098,341550,351900,0
201942,2019-10-15,30240,38400,8160,0,30240,60480,59229,0,-60480,4536,6804,30240,31752,49896,39312,40845,45360,30240,45360,60480,60480,30240,75600,15120,0,45360,60480,15120,29862,32886,57834,45360,4284,74811,60478,60480,27972,52920,86886,90720,45360,90720,90720,105840,120960,120960,122960,136080,181440,181440,105840,0,97331,264376,279152,293228,293228,293228,314394,330488,336284,309672,334098,341550,353300,0
201943,2019-10-22,30240,38400,8160,0,30240,60480,59229,0,-60480,4536,6804,30240,31752,49896,39312,40845,45360,30240,45360,60480,60480,30240,75600,15120,0,45360,60480,15120,29862,32886,57834,45360,4284,74811,60478,60480,27972,52920,86886,90720,54432,60480,90720,105840,120960,120960,122960,136080,181440,181440,105840,0,97331,264376,279152,293228,293228,293228,314394,330488,336284,309672,334098,341550,353300,0
201944,2019-10-29,30240,38400,8160,0,30240,60480,59229,0,-60480,4536,6804,30240,31752,49896,39312,40845,45360,30240,45360,60480,60480,30240,75600,15120,0,45360,60480,15120,29862,32886,57834,45360,4284,74811,60478,60480,27972,52920,86886,90720,54432,82404,52164,105840,120960,120960,109840,120960,151200,151200,105840,0,97331,264376,279152,293228,293228,293228,314394,330488,336284,309672,334098,341550,353301,0
201945,2019-11-05,30240,38400,8160,0,30240,60480,59229,0,-60480,4536,6804,30240,31752,49896,39312,40845,45360,30240,45360,60480,60480,30240,75600,15120,0,45360,60480,15120,29862,32886,57834,45360,4284,74811,60478,60480,27972,52920,86886,90720,54432,82404,64638,4158,120960,120960,109840,120960,151200,151200,105840,0,97331,264376,279152,293228,293228,293228,314394,330488,336284,309672,334098,341550,353301,0
201946,2019-11-12,30240,38400,8160,0,30240,60480,59229,0,-60480,4536,6804,30240,31752,49896,39312,40845,45360,30240,45360,60480,60480,30240,75600,15120,0,45360,60480,15120,29862,32886,57834,45360,4284,74811,60478,60480,27972,52920,86886,90720,54432,82404,64638,12474,57456,120960,109840,120960,151200,151200,105840,0,97331,264376,279152,293228,293228,293228,314394,330488,336284,309672,334098,341550,353301,0
201947,2019-11-19,30240,38400,8160,0,30240,60480,59229,0,-60480,4536,6804,30240,31752,49896,39312,40845,45360,30240,45360,60480,60480,30240,75600,15120,0,45360,60480,15120,29862,32886,57834,45360,4284,74811,60478,60480,27972,52920,86886,90720,54432,82404,64638,12474,87696,75600,109840,120960,151200,151200,118840,0,0,136080,136080,151200,211680,151200,166320,181440,226800,136080,151200,166320,213080,0
201948,2019-11-26,30240,38400,8160,0,30240,60480,59229,0,-60480,4536,6804,30240,31752,49896,39312,40845,45360,30240,45360,60480,60480,30240,75600,15120,0,45360,60480,15120,29862,32886,57834,45360,4284,74811,60478,60480,27972,52920,86886,90720,54432,82404,64638,12474,87696,120960,80892,120960,151200,151200,118840,0,60480,136080,75600,151200,211680,151200,166320,181440,226800,136080,151200,166320,213080,0
201949,2019-12-03,30240,38400,8160,0,30240,60480,59229,0,-60480,4536,6804,30240,31752,49896,39312,40845,45360,30240,45360,60480,60480,30240,75600,15120,0,45360,60480,15120,29862,32886,57834,45360,4284,74811,60478,60480,27972,52920,86886,90720,54432,82404,64638,12474,87696,120960,80892,69174,151200,151200,118840,0,60480,136080,75600,151200,211680,151200,166320,181440,226800,136080,151200,166320,213080,0
201950,2019-12-10,30240,38400,8160,0,30240,60480,59229,0,-60480,4536,6804,30240,31752,49896,39312,40845,45360,30240,45360,60480,60480,30240,75600,15120,0,45360,60480,15120,29862,32886,57834,45360,4284,74811,60478,60480,27972,52920,86886,90720,54432,82404,64638,12474,87696,120960,80892,69174,46494,151200,105840,0,60480,136080,87600,151200,211680,151200,166320,181440,226800,136080,151200,166320,213080,0
201951,2019-12-17,30240,38400,8160,0,30240,60480,59229,0,-60480,4536,6804,30240,31752,49896,39312,40845,45360,30240,45360,60480,60480,30240,75600,15120,0,45360,60480,15120,29862,32886,57834,45360,4284,74811,60478,60480,27972,52920,86886,90720,54432,82404,64638,12474,87696,120960,80892,69174,46494,57456,105840,0,60480,136080,87600,151200,211680,151200,166320,181440,226800,136080,151200,166320,213080,0
201952,2019-12-24,30240,38400,8160,0,30240,60480,59229,0,-60480,4536,6804,30240,31752,49896,39312,40845,45360,30240,45360,60480,60480,30240,75600,15120,0,45360,60480,15120,29862,32886,57834,45360,4284,74811,60478,60480,27972,52920,86886,90720,54432,82404,64638,12474,87696,120960,80892,69174,46494,87696,62748,0,60480,105840,117840,120960,120960,120960,120960,120960,120960,120960,120960,191273,192673,0
