WW,Date,201901,201902,201903,201904,201905,201906,201907,201908,201909,201910,201911,201912,201913,201914,201915,201916,201917,201918,201919,201920,201921,201922,201923,201924,201925,201926,201927,201928,201929,201930,201931,201932,201933,201934,201935,201936,201937,201938,201939,201940,201941,201942,201943,201944,201945,201946,201947,201948,201949,201950,201951,201952,202001,202002,202003,202004,202005,202006,202007,202008,202009,202010,202011,202012,202013,202014
202001,2019-12-31,30240,38400,8160,0,30240,60480,59229,0,-60480,4536,6804,30240,31752,49896,39312,40845,45360,30240,45360,60480,60480,30240,75600,15120,0,45360,60480,15120,29862,32886,57834,45360,4284,74811,60478,60480,27972,52920,86886,90720,54432,82404,64638,12474,87696,120960,80892,69174,46494,87696,62748,0,60480,105840,117840,120960,120960,120960,120960,120960,120960,120960,120960,191273,192673,0
202002,2020-01-07,30240,38400,8160,0,30240,60480,59229,0,-60480,4536,6804,30240,31752,49896,39312,40845,45360,30240,45360,60480,60480,30240,75600,15120,0,45360,60480,15120,29862,32886,57834,45360,4284,74811,60478,60480,27972,52920,86886,90720,54432,82404,64638,12474,87696,120960,80892,69174,46494,87696,62748,0,0,136080,114440,120960,120960,120960,120960,120960,120960,120960,120960,151200,152600,0
202003,2020-01-14,0,38400,8160,0,30240,60480,59229,0,-60480,4536,6804,30240,31752,49896,39312,40845,45360,30240,45360,60480,60480,30240,75600,15120,0,45360,60480,15120,29862,32886,57834,45360,4284,74811,60478,60480,27972,52920,86886,90720,54432,82404,64638,12474,87696,120960,80892,69174,46494,87696,62748,0,0,0,129560,105840,120960,120960,141960,120960,120960,120960,120960,151200,152600,0
202004,2020-01-21,0,0,8160,0,30240,60480,59229,0,-60480,4536,6804,30240,31752,49896,39312,40845,45360,30240,45360,60480,60480,30240,75600,15120,0,45360,60480,15120,29862,32886,57834,45360,4284,74811,60478,60480,27972,52920,86886,90720,54432,82404,64638,12474,87696,120960,80892,69174,46494,87696,62748,0,29862,128520,120960,120960,120960,126085,141960,136080,136080,120960,120960,151200,152600,0
202005,2020-01-28,0,0,0,0,30240,60480,59229,0,-60480,4536,6804,30240,31752,49896,39312,40845,45360,30240,45360,60480,60480,30240,75600,15120,0,45360,60480,15120,29862,32886,57834,45360,4284,74811,60478,60480,27972,52920,86886,90720,54432,82404,64638,12474,87696,120960,80892,69174,46494,87696,62748,0,29862,128520,120960,120960,120960,141205,141960,136080,136080,136080,105840,151200,152600,0
202006,2020-02-04,0,0,0,0,30240,60480,59229,0,-60480,4536,6804,30240,31752,49896,39312,40845,45360,30240,45360,60480,60480,30240,75600,15120,0,45360,60480,15120,29862,32886,57834,45360,4284,74811,60478,60480,27972,52920,86886,90720,54432,82404,64638,12474,87696,120960,80892,69174,46494,87696,62748,0,29862,128520,120960,120960,105840,141205,141960,136080,136080,136080,105840,151200,152600,0
202007,2020-02-11,0,0,0,0,0,60480,59229,0,-60480,4536,6804,30240,31752,49896,39312,40845,45360,30240,45360,60480,60480,30240,75600,15120,0,45360,60480,15120,29862,32886,57834,45360,4284,74811,60478,60480,27972,52920,86886,90720,54432,82404,64638,12474,87696,120960,80892,69174,46494,87696,62748,0,29862,128520,120960,120960,105840,74844,141960,136080,136080,136080,105840,151200,152600,0
202008,2020-02-18,0,0,0,0,0,0,59229,0,-60480,4536,6804,30240,31752,49896,39312,40845,45360,30240,45360,60480,60480,30240,75600,15120,0,45360,60480,15120,29862,32886,57834,45360,4284,74811,60478,60480,27972,52920,86886,90720,54432,82404,64638,12474,87696,120960,80892,69174,46494,87696,62748,0,29862,128520,120960,120960,105840,74844,75600,166320,166320,136080,105840,151200,152600,0
202009,2020-02-25,0,0,0,0,0,0,0,0,-60480,4536,6804,30240,31752,49896,39312,40845,45360,30240,45360,60480,60480,30240,75600,15120,0,45360,60480,15120,29862,32886,57834,45360,4284,74811,60478,60480,27972,52920,86886,90720,54432,82404,64638,12474,87696,120960,80892,69174,46494,87696,62748,0,29862,128520,120960,120960,105840,74844,75600,151200,166320,136080,136080,151200,167720,0
202010,2020-03-03,0,0,0,0,0,0,0,0,-60480,4536,6804,30240,31752,49896,39312,40845,45360,30240,45360,60480,60480,30240,75600,15120,0,45360,60480,15120,29862,32886,57834,45360,4284,74811,60478,60480,27972,52920,86886,90720,54432,82404,64638,12474,87696,120960,80892,69174,46494,87696,62748,0,29862,128520,120960,120960,105840,74844,75600,151182,120960,136080,136080,151080,182840,75600
202011,2020-03-10,0,0,0,0,0,0,0,0,0,4536,6804,30240,31752,49896,39312,40845,45360,30240,45360,60480,60480,30240,75600,15120,0,45360,60480,15120,29862,32886,57834,45360,4284,74811,60478,60480,27972,52920,86886,90720,54432,82404,64638,12474,87696,120960,80892,69174,46494,87696,62748,0,29862,128520,120960,120960,105840,74844,75600,150594,120960,119826,136080,151080,182840,75600
202012,2020-03-17,0,0,0,0,0,0,0,0,0,0,6804,30240,31752,49896,39312,40845,45360,30240,45360,60480,60480,30240,75600,15120,0,45360,60480,15120,29862,32886,57834,45360,4284,74811,60478,60480,27972,52920,86886,90720,54432,82404,64638,12474,87696,120960,80892,69174,46494,87696,62748,0,29862,128520,120960,120960,105840,74844,75600,150594,120960,119826,77112,195048,182840,90600
202013,2020-03-24,0,0,0,0,0,0,0,0,0,0,0,30240,31752,49896,39312,40845,45360,30240,45360,60480,60480,30240,75600,15120,0,45360,60480,15120,29862,32886,57834,45360,4284,74811,60478,60480,27972,52920,86886,90720,54432,82404,64638,12474,87696,120960,80892,69174,46494,87696,62748,0,29862,128520,120960,120960,105840,74844,75600,150594,120960,119826,77112,107730,151200,90600
202014,2020-03-31,0,0,0,0,0,0,0,0,0,0,0,0,31752,49896,39312,40845,45360,30240,45360,60480,60480,30240,75600,15120,0,45360,60480,15120,29862,32886,57834,45360,4284,74811,60478,60480,27972,52920,86886,90720,54432,82404,64638,12474,87696,120960,80892,69174,46494,87696,62748,0,29862,128520,120960,120960,105840,74844,75600,150594,120960,119826,77112,107730,115975,60480
