WW,Date,tWW,QTY
202003,2020-01-13,202043,400950
202003,2020-01-13,202044,400950
202003,2020-01-13,202045,400950
202003,2020-01-13,202046,400950
202003,2020-01-13,202047,400950
202003,2020-01-13,202048,400950
202003,2020-01-13,202049,400950
202003,2020-01-13,202050,400950
202003,2020-01-13,202051,400950
202003,2020-01-13,202052,252250
202003,2020-01-13,202053,400950
202003,2020-01-13,202101,404568
202003,2020-01-13,202102,4063406
202004,2020-01-20,202004,28156
202004,2020-01-20,202005,201000
202004,2020-01-20,202006,120000
202004,2020-01-20,202009,35000
202004,2020-01-20,202010,226700
202004,2020-01-20,202011,226700
202004,2020-01-20,202012,141500
202004,2020-01-20,202013,261700
202004,2020-01-20,202014,263600
202004,2020-01-20,202015,52500
202004,2020-01-20,202016,139725
202004,2020-01-20,202017,139725
202004,2020-01-20,202018,159950
202004,2020-01-20,202019,187550
202004,2020-01-20,202020,376650
202004,2020-01-20,202021,376650
202004,2020-01-20,202022,376650
202004,2020-01-20,202023,390825
202004,2020-01-20,202024,390825
202004,2020-01-20,202025,390825
202004,2020-01-20,202026,390825
202004,2020-01-20,202027,392725
202004,2020-01-20,202028,276925
202004,2020-01-20,202029,276925
202004,2020-01-20,202030,276925
202004,2020-01-20,202031,276925
202004,2020-01-20,202032,278825
202004,2020-01-20,202033,278825
202004,2020-01-20,202034,278825
202004,2020-01-20,202035,396225
202004,2020-01-20,202036,397950
202004,2020-01-20,202037,398250
202004,2020-01-20,202038,398250
202004,2020-01-20,202039,398250
202004,2020-01-20,202040,399750
202004,2020-01-20,202041,400950
202004,2020-01-20,202042,400950
202004,2020-01-20,202043,400950
202004,2020-01-20,202044,400950
202004,2020-01-20,202045,400950
202004,2020-01-20,202046,400950
202004,2020-01-20,202047,400950
202004,2020-01-20,202048,400950
202004,2020-01-20,202049,400950
202004,2020-01-20,202050,400950
202004,2020-01-20,202051,400950
202004,2020-01-20,202052,222750
202004,2020-01-20,202053,400950
202004,2020-01-20,202101,420772
202004,2020-01-20,202102,420772
202004,2020-01-20,202103,4354668
202005,2020-01-27,202005,210706
202005,2020-01-27,202006,49000
202005,2020-01-27,202009,35000
202005,2020-01-27,202010,226700
202005,2020-01-27,202011,226700
202005,2020-01-27,202012,226700
202005,2020-01-27,202013,261700
202005,2020-01-27,202014,263600
202005,2020-01-27,202015,52500
202005,2020-01-27,202016,139725
202005,2020-01-27,202017,139725
202005,2020-01-27,202018,155950
202005,2020-01-27,202019,376650
202005,2020-01-27,202020,376650
202005,2020-01-27,202021,376650
202005,2020-01-27,202022,376650
202005,2020-01-27,202023,390825
202005,2020-01-27,202024,390825
202005,2020-01-27,202025,390825
202005,2020-01-27,202026,390825
202005,2020-01-27,202027,392725
202005,2020-01-27,202028,276925
202005,2020-01-27,202029,276925
202005,2020-01-27,202030,276925
202005,2020-01-27,202031,276925
202005,2020-01-27,202032,276925
202005,2020-01-27,202033,276925
202005,2020-01-27,202034,276925
202005,2020-01-27,202035,396225
202005,2020-01-27,202036,397950
202005,2020-01-27,202037,398250
202005,2020-01-27,202038,398250
202005,2020-01-27,202039,398250
202005,2020-01-27,202040,399750
202005,2020-01-27,202041,400950
202005,2020-01-27,202042,400950
202005,2020-01-27,202043,400950
202005,2020-01-27,202044,400950
202005,2020-01-27,202045,400950
202005,2020-01-27,202046,400950
202005,2020-01-27,202047,400950
202005,2020-01-27,202048,400950
202005,2020-01-27,202049,400950
202005,2020-01-27,202050,400950
202005,2020-01-27,202051,400950
202005,2020-01-27,202052,222750
202005,2020-01-27,202053,400950
202005,2020-01-27,202101,400950
202005,2020-01-27,202102,400950
202005,2020-01-27,202103,400950
202005,2020-01-27,202104,4307635
202006,2020-02-03,202006,81639
202006,2020-02-03,202007,2000
202006,2020-02-03,202009,35000
202006,2020-02-03,202010,226700
202006,2020-02-03,202011,226700
202006,2020-02-03,202012,226700
202006,2020-02-03,202013,261700
202006,2020-02-03,202014,263600
202006,2020-02-03,202015,160500
202006,2020-02-03,202016,334125
202006,2020-02-03,202017,334125
202006,2020-02-03,202018,351450
202006,2020-02-03,202019,179550
202006,2020-02-03,202020,179550
202006,2020-02-03,202021,179550
202006,2020-02-03,202022,179550
202006,2020-02-03,202023,390825
202006,2020-02-03,202024,390825
202006,2020-02-03,202025,398825
202006,2020-02-03,202026,394825
202006,2020-02-03,202027,392725
202006,2020-02-03,202028,417050
202006,2020-02-03,202029,417050
202006,2020-02-03,202030,553850
202006,2020-02-03,202031,553850
202006,2020-02-03,202032,555750
202006,2020-02-03,202033,555750
202006,2020-02-03,202034,555750
202006,2020-02-03,202035,792450
202006,2020-02-03,202036,795900
202006,2020-02-03,202037,796500
202006,2020-02-03,202038,796500
202006,2020-02-03,202039,697375
202006,2020-02-03,202040,598875
202006,2020-02-03,202041,600075
202006,2020-02-03,202042,600075
202006,2020-02-03,202043,600075
202006,2020-02-03,202044,600075
202006,2020-02-03,202045,600075
202006,2020-02-03,202046,600075
202006,2020-02-03,202047,600075
202006,2020-02-03,202048,600075
202006,2020-02-03,202049,600075
202006,2020-02-03,202050,600075
202006,2020-02-03,202051,400950
202006,2020-02-03,202052,222750
202006,2020-02-03,202053,400950
202006,2020-02-03,202101,402804
202006,2020-02-03,202102,400950
202006,2020-02-03,202103,400950
202006,2020-02-03,202104,400950
202006,2020-02-03,202105,2079178
202007,2020-02-10,202007,1495
202007,2020-02-10,202009,63400
202007,2020-02-10,202010,226700
202007,2020-02-10,202011,191700
202007,2020-02-10,202012,226700
202007,2020-02-10,202013,261700
202007,2020-02-10,202014,256400
202007,2020-02-10,202015,160500
202007,2020-02-10,202016,334125
202007,2020-02-10,202017,334125
202007,2020-02-10,202018,351450
202007,2020-02-10,202019,179550
202007,2020-02-10,202020,179550
202007,2020-02-10,202021,179550
202007,2020-02-10,202022,179550
202007,2020-02-10,202023,390825
202007,2020-02-10,202024,390825
202007,2020-02-10,202025,398825
202007,2020-02-10,202026,394825
202007,2020-02-10,202027,392725
202007,2020-02-10,202028,417050
202007,2020-02-10,202029,417050
202007,2020-02-10,202030,551950
202007,2020-02-10,202031,551950
202007,2020-02-10,202032,553850
202007,2020-02-10,202033,553850
202007,2020-02-10,202034,553850
202007,2020-02-10,202035,789750
202007,2020-02-10,202036,794175
202007,2020-02-10,202037,794475
202007,2020-02-10,202038,794475
202007,2020-02-10,202039,595350
202007,2020-02-10,202040,597975
202007,2020-02-10,202041,600075
202007,2020-02-10,202042,600075
202007,2020-02-10,202043,600075
202007,2020-02-10,202044,600075
202007,2020-02-10,202045,600075
202007,2020-02-10,202046,600075
202007,2020-02-10,202047,600075
202007,2020-02-10,202048,600075
202007,2020-02-10,202049,600075
202007,2020-02-10,202050,600075
202007,2020-02-10,202051,400950
202007,2020-02-10,202052,222750
202007,2020-02-10,202053,400950
202007,2020-02-10,202101,400950
202007,2020-02-10,202102,400950
202007,2020-02-10,202103,512314
202007,2020-02-10,202104,657443
202007,2020-02-10,202105,657443
202007,2020-02-10,202106,1734657
202008,2020-02-17,202008,428
202008,2020-02-17,202009,35000
202008,2020-02-17,202010,226700
202008,2020-02-17,202011,226700
202008,2020-02-17,202012,226700
202008,2020-02-17,202013,261700
202008,2020-02-17,202014,263700
202008,2020-02-17,202015,160500
202008,2020-02-17,202016,334125
202008,2020-02-17,202017,334125
202008,2020-02-17,202018,351450
202008,2020-02-17,202019,179550
202008,2020-02-17,202020,179550
202008,2020-02-17,202021,179550
202008,2020-02-17,202022,376650
202008,2020-02-17,202023,390825
202008,2020-02-17,202024,390825
202008,2020-02-17,202025,394825
202008,2020-02-17,202026,398825
202008,2020-02-17,202027,392725
202008,2020-02-17,202028,417050
202008,2020-02-17,202029,417050
202008,2020-02-17,202030,551950
202008,2020-02-17,202031,551950
202008,2020-02-17,202032,553850
202008,2020-02-17,202033,553850
202008,2020-02-17,202034,553850
202008,2020-02-17,202035,789750
202008,2020-02-17,202036,794175
202008,2020-02-17,202037,794475
202008,2020-02-17,202038,794475
202008,2020-02-17,202039,595350
202008,2020-02-17,202040,597975
202008,2020-02-17,202041,600075
202008,2020-02-17,202042,600075
202008,2020-02-17,202043,600075
202008,2020-02-17,202044,600075
202008,2020-02-17,202045,600075
202008,2020-02-17,202046,600075
202008,2020-02-17,202047,600075
202008,2020-02-17,202048,600075
202008,2020-02-17,202049,600075
202008,2020-02-17,202050,600075
202008,2020-02-17,202051,400950
202008,2020-02-17,202052,222750
202008,2020-02-17,202053,400950
202008,2020-02-17,202101,480150
202008,2020-02-17,202102,595350
202008,2020-02-17,202103,595350
202008,2020-02-17,202104,595349
202008,2020-02-17,202105,595349
202008,2020-02-17,202106,595349
202008,2020-02-17,202107,2308472
202009,2020-02-24,202009,14000
202009,2020-02-24,202010,224000
202009,2020-02-24,202011,224000
202009,2020-02-24,202012,224000
202009,2020-02-24,202013,254000
202009,2020-02-24,202014,288800
202009,2020-02-24,202015,171000
202009,2020-02-24,202016,328950
202009,2020-02-24,202017,328950
202009,2020-02-24,202018,344800
202009,2020-02-24,202019,179550
202009,2020-02-24,202020,179550
202009,2020-02-24,202021,179550
202009,2020-02-24,202022,376650
202009,2020-02-24,202023,390825
202009,2020-02-24,202024,390825
202009,2020-02-24,202025,390825
202009,2020-02-24,202026,390825
202009,2020-02-24,202027,462725
202009,2020-02-24,202028,439000
202009,2020-02-24,202029,439000
202009,2020-02-24,202030,581000
202009,2020-02-24,202031,581000
202009,2020-02-24,202032,583000
202009,2020-02-24,202033,583000
202009,2020-02-24,202034,583000
202009,2020-02-24,202035,585000
202009,2020-02-24,202036,794175
202009,2020-02-24,202037,794475
202009,2020-02-24,202038,794475
202009,2020-02-24,202039,597375
202009,2020-02-24,202040,600375
202009,2020-02-24,202041,602775
202009,2020-02-24,202042,602775
202009,2020-02-24,202043,602775
202009,2020-02-24,202044,602775
202009,2020-02-24,202045,602775
202009,2020-02-24,202046,602775
202009,2020-02-24,202047,602775
202009,2020-02-24,202048,602775
202009,2020-02-24,202049,602775
202009,2020-02-24,202050,602775
202009,2020-02-24,202051,400950
202009,2020-02-24,202052,222750
202009,2020-02-24,202053,400950
202009,2020-02-24,202101,400950
202009,2020-02-24,202102,400950
202009,2020-02-24,202103,400950
202009,2020-02-24,202104,400950
202009,2020-02-24,202105,400950
202009,2020-02-24,202106,400950
202009,2020-02-24,202107,400950
202009,2020-02-24,202108,3340749
202010,2020-03-02,202010,206291
202010,2020-03-02,202011,234500
202010,2020-03-02,202012,231000
202010,2020-03-02,202013,235000
202010,2020-03-02,202014,288800
202010,2020-03-02,202015,164000
202010,2020-03-02,202016,328950
202010,2020-03-02,202017,328950
202010,2020-03-02,202018,344800
202010,2020-03-02,202019,376650
202010,2020-03-02,202020,376650
202010,2020-03-02,202021,376650
202010,2020-03-02,202022,376650
202010,2020-03-02,202023,538325
202010,2020-03-02,202024,589950
202010,2020-03-02,202025,589950
202010,2020-03-02,202026,589950
202010,2020-03-02,202027,591850
202010,2020-03-02,202028,439000
202010,2020-03-02,202029,439000
202010,2020-03-02,202030,439000
202010,2020-03-02,202031,439000
202010,2020-03-02,202032,439000
202010,2020-03-02,202033,439000
202010,2020-03-02,202034,439000
202010,2020-03-02,202035,441000
202010,2020-03-02,202036,597075
202010,2020-03-02,202037,597375
202010,2020-03-02,202038,597375
202010,2020-03-02,202039,597375
202010,2020-03-02,202040,600375
202010,2020-03-02,202041,602775
202010,2020-03-02,202042,602775
202010,2020-03-02,202043,602775
202010,2020-03-02,202044,602775
202010,2020-03-02,202045,602775
202010,2020-03-02,202046,602775
202010,2020-03-02,202047,602775
202010,2020-03-02,202048,602775
202010,2020-03-02,202049,602775
202010,2020-03-02,202050,602775
202010,2020-03-02,202051,400950
202010,2020-03-02,202052,222750
202010,2020-03-02,202053,400950
202010,2020-03-02,202101,400950
202010,2020-03-02,202102,400950
202010,2020-03-02,202103,400950
202010,2020-03-02,202104,400950
202010,2020-03-02,202105,400950
202010,2020-03-02,202106,400950
202010,2020-03-02,202107,400950
202010,2020-03-02,202108,403960
202010,2020-03-02,202109,3838052
202011,2020-03-09,202011,226496
202011,2020-03-09,202012,241500
202011,2020-03-09,202013,248100
202011,2020-03-09,202014,296800
202011,2020-03-09,202015,184000
202011,2020-03-09,202016,329400
202011,2020-03-09,202017,336150
202011,2020-03-09,202018,350750
202011,2020-03-09,202019,376650
202011,2020-03-09,202020,376650
202011,2020-03-09,202021,376650
202011,2020-03-09,202022,376650
202011,2020-03-09,202023,442450
202011,2020-03-09,202024,589950
202011,2020-03-09,202025,589950
202011,2020-03-09,202026,589950
202011,2020-03-09,202027,591850
202011,2020-03-09,202028,439000
202011,2020-03-09,202029,439000
202011,2020-03-09,202030,439000
202011,2020-03-09,202031,439000
202011,2020-03-09,202032,439000
202011,2020-03-09,202033,439000
202011,2020-03-09,202034,439000
202011,2020-03-09,202035,441000
202011,2020-03-09,202036,597075
202011,2020-03-09,202037,597375
202011,2020-03-09,202038,597375
202011,2020-03-09,202039,597375
202011,2020-03-09,202040,600375
202011,2020-03-09,202041,602775
202011,2020-03-09,202042,602775
202011,2020-03-09,202043,602775
202011,2020-03-09,202044,602775
202011,2020-03-09,202045,602775
202011,2020-03-09,202046,602775
202011,2020-03-09,202047,602775
202011,2020-03-09,202048,602775
202011,2020-03-09,202049,602775
202011,2020-03-09,202050,602775
202011,2020-03-09,202051,400950
202011,2020-03-09,202052,222750
202011,2020-03-09,202053,400950
202011,2020-03-09,202101,400950
202011,2020-03-09,202102,400950
202011,2020-03-09,202103,400950
202011,2020-03-09,202104,400950
202011,2020-03-09,202105,400950
202011,2020-03-09,202106,400950
202011,2020-03-09,202107,400950
202011,2020-03-09,202108,415718
202011,2020-03-09,202109,400950
202011,2020-03-09,202110,4251024
202012,2020-03-16,202012,244803
202012,2020-03-16,202013,228000
202012,2020-03-16,202014,280500
202012,2020-03-16,202015,172500
202012,2020-03-16,202016,310500
202012,2020-03-16,202017,337500
202012,2020-03-16,202018,337500
202012,2020-03-16,202019,344250
202012,2020-03-16,202020,376650
202012,2020-03-16,202021,376650
202012,2020-03-16,202022,376650
202012,2020-03-16,202023,442450
202012,2020-03-16,202024,589950
202012,2020-03-16,202025,589950
202012,2020-03-16,202026,589950
202012,2020-03-16,202027,591850
202012,2020-03-16,202028,291500
202012,2020-03-16,202029,380000
202012,2020-03-16,202030,483250
202012,2020-03-16,202031,483250
202012,2020-03-16,202032,483250
202012,2020-03-16,202033,483250
202012,2020-03-16,202034,483250
202012,2020-03-16,202035,485250
202012,2020-03-16,202036,597075
202012,2020-03-16,202037,597375
202012,2020-03-16,202038,597375
202012,2020-03-16,202039,597375
202012,2020-03-16,202040,600375
202012,2020-03-16,202041,602775
202012,2020-03-16,202042,602775
202012,2020-03-16,202043,602775
202012,2020-03-16,202044,602775
202012,2020-03-16,202045,602775
202012,2020-03-16,202046,602775
202012,2020-03-16,202047,602775
202012,2020-03-16,202048,602775
202012,2020-03-16,202049,602775
202012,2020-03-16,202050,602775
202012,2020-03-16,202051,400950
202012,2020-03-16,202052,222750
202012,2020-03-16,202053,400950
202012,2020-03-16,202101,400950
202012,2020-03-16,202102,400950
202012,2020-03-16,202103,400950
202012,2020-03-16,202104,400950
202012,2020-03-16,202105,400950
202012,2020-03-16,202106,400950
202012,2020-03-16,202107,400950
202012,2020-03-16,202108,416319
202012,2020-03-16,202109,400950
202012,2020-03-16,202110,400950
202012,2020-03-16,202111,5279027
202013,2020-03-23,202013,252684
202013,2020-03-23,202014,283500
202013,2020-03-23,202015,108000
202013,2020-03-23,202016,210000
202013,2020-03-23,202017,337500
202013,2020-03-23,202018,314250
202013,2020-03-23,202019,357750
202013,2020-03-23,202020,364500
202013,2020-03-23,202021,364500
202013,2020-03-23,202022,372600
202013,2020-03-23,202023,429625
202013,2020-03-23,202024,590625
202013,2020-03-23,202025,590625
202013,2020-03-23,202026,593325
202013,2020-03-23,202027,595225
202013,2020-03-23,202028,294000
202013,2020-03-23,202029,426750
202013,2020-03-23,202030,485750
202013,2020-03-23,202031,485750
202013,2020-03-23,202032,485750
202013,2020-03-23,202033,485750
202013,2020-03-23,202034,485750
202013,2020-03-23,202035,487750
202013,2020-03-23,202036,600450
202013,2020-03-23,202037,600750
202013,2020-03-23,202038,600750
202013,2020-03-23,202039,600750
202013,2020-03-23,202040,602250
202013,2020-03-23,202041,603450
202013,2020-03-23,202042,603450
202013,2020-03-23,202043,603450
202013,2020-03-23,202044,603450
202013,2020-03-23,202045,603450
202013,2020-03-23,202046,603450
202013,2020-03-23,202047,603450
202013,2020-03-23,202048,603450
202013,2020-03-23,202049,603450
202013,2020-03-23,202050,603450
202013,2020-03-23,202051,401625
202013,2020-03-23,202052,223125
202013,2020-03-23,202053,401625
202013,2020-03-23,202101,401625
202013,2020-03-23,202102,401625
202013,2020-03-23,202103,401625
202013,2020-03-23,202104,401625
202013,2020-03-23,202105,401625
202013,2020-03-23,202106,401625
202013,2020-03-23,202107,401625
202013,2020-03-23,202108,417094
202013,2020-03-23,202109,401625
202013,2020-03-23,202110,401625
202013,2020-03-23,202111,401625
202013,2020-03-23,202112,5799692
202014,2020-03-30,202014,278843
202014,2020-03-30,202015,108000
202014,2020-03-30,202016,135000
202014,2020-03-30,202017,253125
202014,2020-03-30,202018,322875
202014,2020-03-30,202019,367875
202014,2020-03-30,202020,374625
202014,2020-03-30,202021,301500
202014,2020-03-30,202022,175500
202014,2020-03-30,202023,175500
202014,2020-03-30,202024,358625
202014,2020-03-30,202025,388125
202014,2020-03-30,202026,593325
202014,2020-03-30,202027,595225
202014,2020-03-30,202028,382200
202014,2020-03-30,202029,382200
202014,2020-03-30,202030,411700
202014,2020-03-30,202031,573950
202014,2020-03-30,202032,573950
202014,2020-03-30,202033,573950
202014,2020-03-30,202034,573950
202014,2020-03-30,202035,576550
202014,2020-03-30,202036,600450
202014,2020-03-30,202037,600750
202014,2020-03-30,202038,600750
202014,2020-03-30,202039,600750
202014,2020-03-30,202040,602250
202014,2020-03-30,202041,603450
202014,2020-03-30,202042,603450
202014,2020-03-30,202043,603450
202014,2020-03-30,202044,603450
202014,2020-03-30,202045,603450
202014,2020-03-30,202046,603450
202014,2020-03-30,202047,603450
202014,2020-03-30,202048,603450
202014,2020-03-30,202049,603450
202014,2020-03-30,202050,603450
202014,2020-03-30,202051,401625
202014,2020-03-30,202052,223125
202014,2020-03-30,202053,401625
202014,2020-03-30,202101,401625
202014,2020-03-30,202102,401625
202014,2020-03-30,202103,401625
202014,2020-03-30,202104,401625
202014,2020-03-30,202105,401625
202014,2020-03-30,202106,401625
202014,2020-03-30,202107,401625
202014,2020-03-30,202108,417094
202014,2020-03-30,202109,401625
202014,2020-03-30,202110,401625
202014,2020-03-30,202111,401625
202014,2020-03-30,202112,401625
202014,2020-03-30,202113,6035232
202015,2020-04-06,202015,87298
202015,2020-04-06,202016,115000
202015,2020-04-06,202017,135000
202015,2020-04-06,202018,236750
202015,2020-04-06,202019,350250
202015,2020-04-06,202020,350250
202015,2020-04-06,202021,357000
202015,2020-04-06,202022,370500
202015,2020-04-06,202023,169000
202015,2020-04-06,202024,182000
202015,2020-04-06,202025,182000
202015,2020-04-06,202026,438600
202015,2020-04-06,202027,528150
202015,2020-04-06,202028,483950
202015,2020-04-06,202029,573950
202015,2020-04-06,202030,573950
202015,2020-04-06,202031,573950
202015,2020-04-06,202032,573950
202015,2020-04-06,202033,573950
202015,2020-04-06,202034,573950
202015,2020-04-06,202035,576550
202015,2020-04-06,202036,600450
202015,2020-04-06,202037,600750
202015,2020-04-06,202038,600750
202015,2020-04-06,202039,600750
202015,2020-04-06,202040,602250
202015,2020-04-06,202041,603450
202015,2020-04-06,202042,603450
202015,2020-04-06,202043,603450
202015,2020-04-06,202044,603450
202015,2020-04-06,202045,603450
202015,2020-04-06,202046,603450
202015,2020-04-06,202047,603450
202015,2020-04-06,202048,603450
202015,2020-04-06,202049,603450
202015,2020-04-06,202050,603450
202015,2020-04-06,202051,401625
202015,2020-04-06,202052,223125
202015,2020-04-06,202053,401625
202015,2020-04-06,202101,401625
202015,2020-04-06,202102,401625
202015,2020-04-06,202103,401625
202015,2020-04-06,202104,401625
202015,2020-04-06,202105,401625
202015,2020-04-06,202106,401625
202015,2020-04-06,202107,401625
202015,2020-04-06,202108,401625
202015,2020-04-06,202109,401625
202015,2020-04-06,202110,401625
202015,2020-04-06,202111,509625
202015,2020-04-06,202112,596025
202015,2020-04-06,202113,596025
202015,2020-04-06,202114,6232875
202016,2020-04-13,202016,142038
202016,2020-04-13,202017,137000
202016,2020-04-13,202018,139500
202016,2020-04-13,202019,141750
202016,2020-04-13,202020,249750
202016,2020-04-13,202021,366750
202016,2020-04-13,202022,380250
202016,2020-04-13,202023,373750
202016,2020-04-13,202024,377000
202016,2020-04-13,202025,377000
202016,2020-04-13,202026,379600
202016,2020-04-13,202027,378150
202016,2020-04-13,202028,382200
202016,2020-04-13,202029,573950
202016,2020-04-13,202030,573950
202016,2020-04-13,202031,573950
202016,2020-04-13,202032,573950
202016,2020-04-13,202033,573950
202016,2020-04-13,202034,573950
202016,2020-04-13,202035,576550
202016,2020-04-13,202036,600450
202016,2020-04-13,202037,600750
202016,2020-04-13,202038,600750
202016,2020-04-13,202039,600750
202016,2020-04-13,202040,602250
202016,2020-04-13,202041,603450
202016,2020-04-13,202042,603450
202016,2020-04-13,202043,603450
202016,2020-04-13,202044,603450
202016,2020-04-13,202045,603450
202016,2020-04-13,202046,603450
202016,2020-04-13,202047,603450
202016,2020-04-13,202048,603450
202016,2020-04-13,202049,603450
202016,2020-04-13,202050,603450
202016,2020-04-13,202051,401625
202016,2020-04-13,202052,223125
202016,2020-04-13,202053,401625
202016,2020-04-13,202101,401625
202016,2020-04-13,202102,401625
202016,2020-04-13,202103,603450
202016,2020-04-13,202104,603450
202016,2020-04-13,202105,603450
202016,2020-04-13,202106,603450
202016,2020-04-13,202107,603450
202016,2020-04-13,202108,603450
202016,2020-04-13,202109,603450
202016,2020-04-13,202110,603450
202016,2020-04-13,202111,603450
202016,2020-04-13,202112,603450
202016,2020-04-13,202113,603450
202016,2020-04-13,202114,603450
202016,2020-04-13,202115,741556
202017,2020-04-20,202017,62497
202017,2020-04-20,202018,91000
202017,2020-04-20,202019,141750
202017,2020-04-20,202020,155250
202017,2020-04-20,202021,162000
202017,2020-04-20,202022,175500
202017,2020-04-20,202023,373750
202017,2020-04-20,202024,393750
202017,2020-04-20,202025,332000
202017,2020-04-20,202026,334600
202017,2020-04-20,202027,336400
202017,2020-04-20,202028,573950
202017,2020-04-20,202029,573950
202017,2020-04-20,202030,573950
202017,2020-04-20,202031,573950
202017,2020-04-20,202032,573950
202017,2020-04-20,202033,573950
202017,2020-04-20,202034,573950
202017,2020-04-20,202035,576550
202017,2020-04-20,202036,600450
202017,2020-04-20,202037,600750
202017,2020-04-20,202038,600750
202017,2020-04-20,202039,600750
202017,2020-04-20,202040,602250
202017,2020-04-20,202041,603450
202017,2020-04-20,202042,603450
202017,2020-04-20,202043,603450
202017,2020-04-20,202044,603450
202017,2020-04-20,202045,603450
202017,2020-04-20,202046,603450
202017,2020-04-20,202047,603450
202017,2020-04-20,202048,603450
202017,2020-04-20,202049,603450
202017,2020-04-20,202050,603450
202017,2020-04-20,202051,401625
202017,2020-04-20,202052,223125
202017,2020-04-20,202053,401625
202017,2020-04-20,202101,401625
202017,2020-04-20,202102,401625
202017,2020-04-20,202103,603450
202017,2020-04-20,202104,603450
202017,2020-04-20,202105,603450
202017,2020-04-20,202106,603450
202017,2020-04-20,202107,603450
202017,2020-04-20,202108,607201
202017,2020-04-20,202109,603450
202017,2020-04-20,202110,603450
202017,2020-04-20,202111,603450
202017,2020-04-20,202112,603450
202017,2020-04-20,202113,603450
202017,2020-04-20,202114,603450
202017,2020-04-20,202115,603450
202017,2020-04-20,202116,1642179
202018,2020-04-27,202018,91017
202018,2020-04-27,202019,63000
202018,2020-04-27,202023,173500
202018,2020-04-27,202024,195000
202018,2020-04-27,202025,195000
202018,2020-04-27,202027,150000
202018,2020-04-27,202028,195000
202018,2020-04-27,202029,195000
202018,2020-04-27,202030,441200
202018,2020-04-27,202031,382200
202018,2020-04-27,202032,529700
202018,2020-04-27,202033,529700
202018,2020-04-27,202034,382200
202018,2020-04-27,202035,384800
202018,2020-04-27,202036,401325
202018,2020-04-27,202037,600750
202018,2020-04-27,202038,401625
202018,2020-04-27,202039,401625
202018,2020-04-27,202040,602250
202018,2020-04-27,202041,603450
202018,2020-04-27,202042,401625
202018,2020-04-27,202043,401625
202018,2020-04-27,202044,603450
202018,2020-04-27,202045,603450
202018,2020-04-27,202046,603450
202018,2020-04-27,202047,603450
202018,2020-04-27,202048,603450
202018,2020-04-27,202049,603450
202018,2020-04-27,202050,401625
202018,2020-04-27,202051,401625
202018,2020-04-27,202052,223125
202018,2020-04-27,202053,401625
202018,2020-04-27,202101,401625
202018,2020-04-27,202102,401625
202018,2020-04-27,202103,603450
202018,2020-04-27,202104,603450
202018,2020-04-27,202105,603450
202018,2020-04-27,202106,603450
202018,2020-04-27,202107,603450
202018,2020-04-27,202108,607175
202018,2020-04-27,202109,603450
202018,2020-04-27,202110,603450
202018,2020-04-27,202111,603450
202018,2020-04-27,202112,603450
202018,2020-04-27,202113,603450
202018,2020-04-27,202114,603450
202018,2020-04-27,202115,603450
202018,2020-04-27,202116,603450
202018,2020-04-27,202117,2252485
202019,2020-05-04,202019,15899
202019,2020-05-04,202020,1000
202019,2020-05-04,202021,40000
202019,2020-05-04,202022,148500
202019,2020-05-04,202023,175500
202019,2020-05-04,202024,189000
202019,2020-05-04,202025,304000
202019,2020-05-04,202026,390750
202019,2020-05-04,202027,150000
202019,2020-05-04,202028,195000
202019,2020-05-04,202029,195000
202019,2020-05-04,202030,382200
202019,2020-05-04,202031,470700
202019,2020-05-04,202032,529700
202019,2020-05-04,202033,529700
202019,2020-05-04,202034,382200
202019,2020-05-04,202035,384800
202019,2020-05-04,202036,401325
202019,2020-05-04,202037,600750
202019,2020-05-04,202038,401625
202019,2020-05-04,202039,401625
202019,2020-05-04,202040,602250
202019,2020-05-04,202041,603450
202019,2020-05-04,202042,401625
202019,2020-05-04,202043,401625
202019,2020-05-04,202044,603450
202019,2020-05-04,202045,603450
202019,2020-05-04,202046,603450
202019,2020-05-04,202047,603450
202019,2020-05-04,202048,603450
202019,2020-05-04,202049,603450
202019,2020-05-04,202050,401625
202019,2020-05-04,202051,401625
202019,2020-05-04,202052,223125
202019,2020-05-04,202053,316284
202019,2020-05-04,202101,202500
202019,2020-05-04,202102,202500
202019,2020-05-04,202103,404325
202019,2020-05-04,202104,404325
202019,2020-05-04,202105,404325
202019,2020-05-04,202106,404325
202019,2020-05-04,202107,404325
202019,2020-05-04,202108,1
202019,2020-05-04,202110,59227
202019,2020-05-04,202111,117443
202019,2020-05-04,202112,117443
202019,2020-05-04,202113,117443
202019,2020-05-04,202114,117443
202019,2020-05-04,202115,117443
202019,2020-05-04,202116,117443
202019,2020-05-04,202117,117443
202019,2020-05-04,202118,3598458
202020,2020-05-11,202021,39500
202020,2020-05-11,202022,98750
202020,2020-05-11,202023,162000
202020,2020-05-11,202024,162000
202020,2020-05-11,202025,282000
202020,2020-05-11,202026,180000
202020,2020-05-11,202027,180000
202020,2020-05-11,202028,195000
202020,2020-05-11,202029,195000
202020,2020-05-11,202030,382200
202020,2020-05-11,202031,470700
202020,2020-05-11,202032,529700
202020,2020-05-11,202033,529700
202020,2020-05-11,202034,382200
202020,2020-05-11,202035,384800
202020,2020-05-11,202036,401325
202020,2020-05-11,202037,571250
202020,2020-05-11,202038,401625
202020,2020-05-11,202039,401625
202020,2020-05-11,202040,401625
202020,2020-05-11,202041,401625
202020,2020-05-11,202042,603450
202020,2020-05-11,202043,603450
