Date,201840,201841,201842,201843,201844,201845,201846,201847,201848,201849,201850,201851,201852,201901,201902,201903,201904,201905,201906,201907,201908,201909,201910,201911,201912,201913
201840,0,0,0,0,0,0,0,0,0,0,0,0,0,0,96000,0,0,0,238000,0,0,0,306000,0,0,0
201841,0,0,0,0,0,0,0,0,0,0,0,0,0,0,96000,0,0,0,238000,0,0,0,306000,0,0,0
201842,0,0,0,0,0,0,0,0,0,0,0,0,96040,0,0,0,0,238140,0,0,0,0,238140,67620,0,0
201843,0,0,10584,0,0,0,0,0,0,0,0,0,96040,0,0,0,0,238140,0,0,0,0,238140,67620,0,0
201844,0,0,10584,26838,0,0,0,0,0,0,0,0,0,57600,57600,57600,57600,57600,57600,57600,57600,46080,46080,46080,46080,46080
201845,0,0,10584,26838,0,0,0,0,0,0,0,0,0,57600,57600,57600,57600,57600,57600,57600,57600,46080,46080,46080,46080,46080
201846,0,0,10584,26838,0,0,0,0,0,0,0,0,0,57600,57600,57600,57600,57600,57600,57600,57600,46080,46080,46080,46080,46080
201847,0,0,10584,26838,0,0,22762,0,0,0,0,0,0,38400,38400,38400,57600,57600,57600,57600,57600,57600,57600,57600,57600,57600
201848,0,0,10584,26838,0,0,22762,0,0,0,0,0,0,38400,38400,38400,57600,57600,57600,57600,57600,57600,57600,57600,57600,57600
201849,0,0,10584,26838,0,0,22762,0,0,0,0,0,0,38400,38400,38400,57600,57600,57600,57600,57600,57600,57600,57600,57600,57600
201850,0,0,10584,26838,0,0,22762,0,0,0,0,0,0,38400,38400,38400,57600,57600,57600,57600,57600,57600,57600,57600,57600,57600
201851,0,0,10584,26838,0,0,22762,0,0,0,31752,0,0,38400,38400,38400,57600,57600,57600,57600,57600,57600,57600,57600,57600,57600
201852,0,0,10584,26838,0,0,22762,0,0,0,31752,0,0,38400,38400,38400,57600,57600,57600,57600,57600,57600,57600,57600,57600,57600
201901,0,0,10584,26838,0,0,22762,0,0,0,31752,0,0,38400,38400,38400,57600,57600,57600,57600,57600,57600,57600,57600,57600,57600
201902,0,0,10584,26838,0,0,22762,0,0,0,31752,0,0,30240,76800,38400,57600,57600,57600,57600,57600,57600,57600,57600,57600,57600
201903,0,0,10584,26838,0,0,22762,0,0,0,31752,0,0,30240,8160,38400,22080,60480,60480,60480,60480,60480,60480,0,60480,60480
201904,0,0,10584,26838,0,0,22762,0,0,0,31752,0,0,30240,38400,8160,0,30240,60480,60480,60480,60480,60480,60480,0,60480
201905,0,0,10584,26838,0,0,22762,0,0,0,31752,0,0,30240,38400,8160,0,30240,60480,60480,60480,60480,0,0,0,60480
201906,0,0,10584,26838,0,0,22762,0,0,0,31752,0,0,30240,38400,8160,0,30240,60480,60480,60480,60480,0,0,0,60480
201907,0,0,10584,26838,0,0,22762,0,0,0,31752,0,0,30240,38400,8160,0,30240,60480,60480,60480,60480,0,0,0,60480
201908,0,0,10584,26838,0,0,22762,0,0,0,31752,0,0,30240,38400,8160,0,30240,60480,60480,30240,9240,30240,10240,0,60480
201909,0,0,10584,26838,0,0,22762,0,0,0,31752,0,0,30240,38400,8160,0,30240,60480,59229,0,30240,30240,30240,0,60480
201910,0,0,10584,26838,0,0,22762,0,0,0,31752,0,0,30240,38400,8160,0,30240,60480,59229,0,0,30240,30240,0,60480
201911,0,0,10584,26838,0,0,22762,0,0,0,31752,0,0,30240,38400,8160,0,30240,60480,59229,0,-60480,-25704,0,0,60480
201912,0,0,10584,26838,0,0,22762,0,0,0,31752,0,0,30240,38400,8160,0,30240,60480,59229,0,-60480,4536,-23436,30240,45360
201913,0,0,10584,26838,0,0,22762,0,0,0,31752,0,0,30240,38400,8160,0,30240,60480,59229,0,-60480,4536,-23436,0,30240
