Date,202040,202041,202042,202043,202044,202045,202046,202047,202048,202049,202050,202051,202052,202053,202101,202102,202103,202104,202105,202106,202107,202108,202109,202110,202111,202112,202113
202041,0,272160,287280,302400,317520,317520,332640,332640,393120,408240,151200,226800,0,0,295218,295218,295218,295218,403326,403326,403326,403326,414288,414288,414288,414288,414288
202042,30240,166320,287280,302400,332640,317520,241920,287280,272160,544320,279480,226800,0,0,295218,295218,295218,295218,403326,403326,403326,403326,414288,414288,414288,414288,414288
202043,30240,287280,166320,317520,332640,317520,241920,287280,272160,544320,279480,226800,0,0,295218,295218,295218,295218,403326,403326,403326,403326,414288,414288,414288,414288,414288
202044,30240,287280,272160,136074,483840,317520,241920,287280,272160,544320,279480,226800,0,0,293766,293766,293766,293766,397283,397283,397283,397283,379553,379553,379553,379553,379553
202045,30240,287280,272160,166314,169344,393120,272160,287280,257040,544320,323190,181440,0,0,237639,297048,297048,297048,381637,381637,381637,381637,406130,406130,406130,406130,0
202046,30240,287280,272160,166314,246078,168966,332640,287280,257040,544320,323190,226800,0,233264,233264,233264,233264,233265,391020,391020,391020,391023,465139,465139,465139,465140,0
202047,30240,287280,272160,166314,246078,170478,101304,378000,302400,544320,323190,226800,0,233264,233264,233264,233264,233265,391020,391020,391020,391023,465139,465139,465139,465140,0
202048,30240,287280,272160,166314,246078,170478,146664,272160,302400,514080,368550,226800,0,233264,233264,233264,233264,233265,391020,391020,391020,391023,465138,465138,465138,465143,0
202049,30240,287280,272160,166314,246078,170478,146664,362880,204982,483840,368550,226800,0,55539,277695,277695,277695,277697,391020,391020,391020,391023,465138,465138,465138,465143,0
202050,30240,287280,272160,166314,246078,170478,146664,362880,204982,391608,368550,226800,0,0,0,60480,196560,211680,241920,272160,332640,362880,302400,362880,362880,181440,393120
202051,30240,287280,272160,166314,246078,170478,146664,362880,204982,482328,287280,279342,0,0,0,120960,166320,181440,302400,302400,302400,302400,260064,260064,260064,260064,260064
202052,30240,287280,272160,166314,246078,170478,146664,362880,204982,482328,316008,233798,0,0,0,105840,105840,136080,272160,272160,272160,241920,287280,287280,287280,287280,272160
202053,30240,287280,272160,166314,246078,170478,146664,362880,204982,482328,316008,278780,0,0,0,105840,105840,136080,272160,272160,272160,241920,287280,287280,287280,287280,272160
202101,30240,287280,272160,166314,246078,170478,146664,362880,204982,482328,317520,278780,0,0,0,90720,90720,105840,211680,211680,287280,347760,317520,317520,332640,257040,257040
202102,30240,287280,272160,166314,246078,170478,146664,362880,204982,482328,316008,278780,0,0,0,0,181440,196560,211680,241920,302400,332640,317520,317520,332640,257040,257040
202103,30240,287280,272160,166314,246078,170478,146664,362880,204982,482328,316008,278780,0,0,0,0,272160,181440,241920,287280,287280,347760,347760,347760,347760,257040,257040
202104,30240,287280,272160,166314,246078,170478,146664,362880,204982,482328,316008,278780,0,0,0,15120,211302,241920,241920,287280,302400,347760,347760,332640,393120,408240,181440
202105,30240,287280,272160,166314,246078,170478,146664,362880,204982,482328,316008,278780,0,0,0,15120,271782,166320,196560,302400,302400,365380,362880,347760,408240,423360,226800
202106,30240,287280,272160,166314,246078,170478,146664,362880,204982,482328,316008,278780,0,0,0,15120,271782,166320,166316,302400,302400,365380,362880,347760,408240,423360,226800
202107,30240,287280,272160,166314,246078,170478,146664,362880,204982,482328,316008,278780,0,0,0,15120,271782,166320,196556,102815,483840,365380,362880,362880,408240,408240,226800
202108,30240,287280,272160,166314,246078,170478,146664,362880,204982,482328,316008,278780,0,0,0,15120,271782,166320,196556,193535,317452,456100,362880,362880,408240,408240,226800
202109,30240,287280,272160,166314,246078,170478,146664,362880,204982,482328,316008,278780,0,0,0,15120,271782,166320,196556,193535,317452,408240,332640,332640,393120,408240,166320
202110,30240,287280,272160,166314,246078,170478,146664,362880,204982,482328,316008,278780,0,0,0,15120,271782,166320,196556,193535,317452,408191,272160,347760,393120,378000,211680
202111,30240,287280,272160,166314,246078,170478,146664,362880,204982,482328,316008,278780,0,0,0,15120,271782,166320,196556,193535,317452,408191,287280,302400,347760,378000,211680
202112,30240,287280,272160,166314,246078,170478,146664,362880,204982,482328,316008,278780,0,0,0,15120,271782,166320,196556,193535,317452,408191,287280,302400,302393,317520,211680
202113,30240,287280,272160,166314,246078,170478,146664,362880,204982,482328,316008,278780,0,0,0,15120,271782,166320,196556,193535,317452,408191,287280,302400,302393,317520,211680
