Date,201901,201902,201903,201904,201905,201906,201907,201908,201909,201910,201911,201912,201913,201914,201915,201916,201917,201918,201919,201920,201921,201922,201923,201924,201925,201926,201927,201928,201929,201930,201931,201932,201933,201934,201935,201936,201937,201938,201939,201940,201941,201942,201943,201944,201945,201946,201947,201948,201949,201950,201951,201952,202001
201902,30240,76800,38400,57600,57600,57600,57600,57600,57600,57600,57600,57600,57600,57600,57600,57600,76800,76800,76800,76800,76800,76800,115200,115200,115200,134400,134400,134400,134400,134400,138240,138240,138240,138240,138240,153600,153600,153600,153600,336000,336000,336000,336000,322560,322560,322560,322560,322560,460800,460800,460800,460800,0
201903,30240,8160,38400,22080,60480,60480,60480,60480,60480,60480,0,60480,60480,60480,60480,60480,90720,90720,90720,90720,90720,90720,120960,120960,120960,120960,136080,136080,136080,136080,138240,138240,138240,138240,138240,153600,153600,153600,153600,336000,336000,336000,336000,322560,322560,322560,322560,322560,460800,460800,460800,460800,0
201904,30240,38400,8160,0,30240,60480,60480,60480,60480,60480,60480,0,60480,60480,60480,60480,90720,90720,90720,98880,120960,120960,120960,120960,120960,120960,136080,136080,136080,136080,274320,138240,138240,138240,138240,153600,153600,153600,153600,336000,336000,336000,336000,322560,322560,322560,322560,322560,460800,460800,460800,460800,0
201905,30240,38400,8160,0,30240,60480,60480,60480,60480,0,0,0,60480,60480,60480,60480,90720,90720,90720,98880,120960,120960,120960,120960,120960,120960,136080,136080,136080,136080,136080,136080,136080,136080,151200,151200,151200,151200,151200,196560,226800,257040,302400,332640,378000,378000,408240,408240,453600,453600,453600,453600,0
201906,30240,38400,8160,0,30240,60480,60480,60480,60480,0,0,0,60480,60480,60480,60480,90720,90720,90720,98880,120960,120960,120960,120960,120960,120960,136080,136080,136080,136080,136080,136080,136080,136080,151200,151200,151200,151200,151200,196560,226800,257040,302400,332640,378000,378000,408240,408240,453600,453600,453600,453600,0
201907,30240,38400,8160,0,30240,60480,60480,60480,60480,0,0,0,60480,60480,60480,60480,90720,90720,90720,98880,120960,120960,120960,120960,120960,120960,136080,136080,136080,136080,136080,136080,136080,136080,151200,151200,151200,151200,151200,196560,226800,257040,302400,332640,378000,378000,408240,408240,453600,453600,453600,453600,0
201908,30240,38400,8160,0,30240,60480,60480,30240,9240,30240,10240,0,60480,60480,60480,49480,90720,90720,90720,98880,120960,120960,120960,120960,120960,120960,136080,136080,136080,136080,136080,136080,136080,136080,151200,151200,151200,151200,151200,196560,226800,257040,302400,332640,378000,378000,408240,408240,453600,453600,453600,453600,0
201909,30240,38400,8160,0,30240,60480,59229,0,30240,30240,30240,0,60480,60480,60480,60480,90720,90720,90720,98880,120960,120960,120960,120960,120960,120960,136080,136080,136080,136080,136080,136080,136080,136080,151200,151200,151200,151200,151200,196560,226800,257040,302400,332640,378000,378000,408240,408240,453600,453600,453600,453600,0
201910,30240,38400,8160,0,30240,60480,59229,0,0,30240,30240,0,60480,60480,60480,60480,90720,90720,90720,98880,120960,120960,120960,120960,120960,120960,136080,136080,136080,136080,136080,136080,136080,136080,151200,151200,151200,151200,151200,196560,226800,257040,302400,332640,378000,378000,408240,408240,453600,453600,453600,453600,0
