Division,Site,Plant,Building,Operation,Line,Line Name,Prod Type Group,Prod Type,Material,Nick Name,Basic Week,Plan Week,Basic Date,Plan Date,Plan Qty,Result Qty
81,A001,A040,오창 자동차 1동 Pack,P9500,P1Q03,,MASS,MASS,APRSAKANG-A1,RSA-KANGOO,201901,201901,2019-01-06,2018-12-31,40,40
81,A001,A040,오창 자동차 1동 Pack,P9500,P1Q03,,MASS,MASS,APRSAKANG-A1,RSA-KANGOO,201901,201901,2019-01-06,2019-01-01,40,40
81,A001,A040,오창 자동차 1동 Pack,P9500,P1Q03,,MASS,MASS,APRSAKANG-A1,RSA-KANGOO,201901,201901,2019-01-06,2019-01-02,40,40
81,A001,A040,오창 자동차 1동 Pack,P9500,P1Q03,,MASS,MASS,APRSAKANG-A1,RSA-KANGOO,201901,201901,2019-01-06,2019-01-03,40,40
81,A001,A040,오창 자동차 1동 Pack,P9500,P1Q03,,MASS,MASS,APRSAKANG-A1,RSA-KANGOO,201901,201901,2019-01-06,2019-01-04,40,40
81,A001,A040,오창 자동차 1동 Pack,P9500,P1Q03,,MASS,MASS,APRSAKANG-A1,RSA-KANGOO,201901,201901,2019-01-06,2019-01-05,40,40
81,A001,A040,오창 자동차 1동 Pack,P9500,P1Q03,,MASS,MASS,APRSAKANG-A1,RSA-KANGOO,201902,201902,2019-01-13,2019-01-07,43,49
81,A001,A040,오창 자동차 1동 Pack,P9500,P1Q03,,MASS,MASS,APRSAKANG-A1,RSA-KANGOO,201902,201902,2019-01-13,2019-01-08,44,44
81,A001,A040,오창 자동차 1동 Pack,P9500,P1Q03,,MASS,MASS,APRSAKANG-A1,RSA-KANGOO,201902,201902,2019-01-13,2019-01-09,40,40
81,A001,A040,오창 자동차 1동 Pack,P9500,P1Q03,,MASS,MASS,APRSAKANG-A1,RSA-KANGOO,201902,201902,2019-01-13,2019-01-10,40,40
81,A001,A040,오창 자동차 1동 Pack,P9500,P1Q03,,MASS,MASS,APRSAKANG-A1,RSA-KANGOO,201902,201902,2019-01-13,2019-01-11,4,7
81,A001,A040,오창 자동차 1동 Pack,P9500,P1Q03,,MASS,MASS,APRSAKANG-A1,RSA-KANGOO,201903,201903,2019-01-20,2019-01-14,5,5
81,A001,A040,오창 자동차 1동 Pack,P9500,P1Q03,,MASS,MASS,APRSAKANG-A1,RSA-KANGOO,201903,201903,2019-01-20,2019-01-15,40,39
81,A001,A040,오창 자동차 1동 Pack,P9500,P1Q03,,MASS,MASS,APRSAKANG-A1,RSA-KANGOO,201903,201903,2019-01-20,2019-01-16,40,40
81,A001,A040,오창 자동차 1동 Pack,P9500,P1Q03,,MASS,MASS,APRSAKANG-A1,RSA-KANGOO,201903,201903,2019-01-20,2019-01-17,40,39
81,A001,A040,오창 자동차 1동 Pack,P9500,P1Q03,,MASS,MASS,APRSAKANG-A1,RSA-KANGOO,201903,201903,2019-01-20,2019-01-18,40,41
81,A001,A040,오창 자동차 1동 Pack,P9500,P1Q03,,MASS,MASS,APRSAKANG-A1,RSA-KANGOO,201903,201903,2019-01-20,2019-01-19,40,40
81,A001,A040,오창 자동차 1동 Pack,P9500,P1Q03,,MASS,MASS,APRSAKANG-A1,RSA-KANGOO,201904,201904,2019-01-27,2019-01-21,40,40
81,A001,A040,오창 자동차 1동 Pack,P9500,P1Q03,,MASS,MASS,APRSAKANG-A1,RSA-KANGOO,201904,201904,2019-01-27,2019-01-22,40,40
81,A001,A040,오창 자동차 1동 Pack,P9500,P1Q03,,MASS,MASS,APRSAKANG-A1,RSA-KANGOO,201904,201904,2019-01-27,2019-01-23,40,40
81,A001,A040,오창 자동차 1동 Pack,P9500,P1Q03,,MASS,MASS,APRSAKANG-A1,RSA-KANGOO,201904,201904,2019-01-27,2019-01-24,40,40
81,A001,A040,오창 자동차 1동 Pack,P9500,P1Q03,,MASS,MASS,APRSAKANG-A1,RSA-KANGOO,201904,201904,2019-01-27,2019-01-25,40,40
81,A001,A040,오창 자동차 1동 Pack,P9500,P1Q03,,MASS,MASS,APRSAKANG-A1,RSA-KANGOO,201904,201904,2019-01-27,2019-01-26,40,40
81,A001,A040,오창 자동차 1동 Pack,P9500,P1Q03,,MASS,MASS,APRSAKANG-A1,RSA-KANGOO,201904,201904,2019-01-27,2019-01-27,40,40
81,A001,A040,오창 자동차 1동 Pack,P9500,P1Q03,,MASS,MASS,APRSAKANG-A1,RSA-KANGOO,201905,201905,2019-02-03,2019-01-28,40,40
81,A001,A040,오창 자동차 1동 Pack,P9500,P1Q03,,MASS,MASS,APRSAKANG-A1,RSA-KANGOO,201905,201905,2019-02-03,2019-01-29,40,46
81,A001,A040,오창 자동차 1동 Pack,P9500,P1Q03,,MASS,MASS,APRSAKANG-A1,RSA-KANGOO,201905,201905,2019-02-03,2019-01-30,40,40
81,A001,A040,오창 자동차 1동 Pack,P9500,P1Q03,,MASS,MASS,APRSAKANG-A1,RSA-KANGOO,201905,201905,2019-02-03,2019-01-31,40,40
81,A001,A040,오창 자동차 1동 Pack,P9500,P1Q03,,MASS,MASS,APRSAKANG-A1,RSA-KANGOO,201905,201905,2019-02-03,2019-02-01,40,40
81,A001,A040,오창 자동차 1동 Pack,P9500,P1Q03,,MASS,MASS,APRSAKANG-A1,RSA-KANGOO,201905,201905,2019-02-03,2019-02-02,40,40
81,A001,A040,오창 자동차 1동 Pack,P9500,P1Q03,,MASS,MASS,APRSAKANG-A1,RSA-KANGOO,201906,201906,2019-02-10,2019-02-06,40,40
81,A001,A040,오창 자동차 1동 Pack,P9500,P1Q03,,MASS,MASS,APRSAKANG-A1,RSA-KANGOO,201906,201906,2019-02-10,2019-02-07,40,40
81,A001,A040,오창 자동차 1동 Pack,P9500,P1Q03,,MASS,MASS,APRSAKANG-A1,RSA-KANGOO,201906,201906,2019-02-10,2019-02-08,40,40
81,A001,A040,오창 자동차 1동 Pack,P9500,P1Q03,,MASS,MASS,APRSAKANG-A1,RSA-KANGOO,201906,201906,2019-02-10,2019-02-09,40,40
81,A001,A040,오창 자동차 1동 Pack,P9500,P1Q03,,MASS,MASS,APRSAKANG-A1,RSA-KANGOO,201906,201906,2019-02-10,2019-02-10,20,20
81,A001,A040,오창 자동차 1동 Pack,P9500,P1Q03,,MASS,MASS,APRSAKANG-A1,RSA-KANGOO,201907,201907,2019-02-17,2019-02-11,40,40
81,A001,A040,오창 자동차 1동 Pack,P9500,P1Q03,,MASS,MASS,APRSAKANG-A1,RSA-KANGOO,201907,201907,2019-02-17,2019-02-12,40,40
81,A001,A040,오창 자동차 1동 Pack,P9500,P1Q03,,MASS,MASS,APRSAKANG-A1,RSA-KANGOO,201907,201907,2019-02-17,2019-02-13,40,40
81,A001,A040,오창 자동차 1동 Pack,P9500,P1Q03,,MASS,MASS,APRSAKANG-A1,RSA-KANGOO,201907,201907,2019-02-17,2019-02-14,40,40
81,A001,A040,오창 자동차 1동 Pack,P9500,P1Q03,,MASS,MASS,APRSAKANG-A1,RSA-KANGOO,201907,201907,2019-02-17,2019-02-15,40,40
81,A001,A040,오창 자동차 1동 Pack,P9500,P1Q03,,MASS,MASS,APRSAKANG-A1,RSA-KANGOO,201907,201907,2019-02-17,2019-02-16,40,40
81,A001,A040,오창 자동차 1동 Pack,P9500,P1Q03,,MASS,MASS,APRSAKANG-A1,RSA-KANGOO,201907,201907,2019-02-17,2019-02-17,20,20
81,A001,A040,오창 자동차 1동 Pack,P9500,P1Q03,,MASS,MASS,APRSAKANG-A1,RSA-KANGOO,201908,201908,2019-02-24,2019-02-18,40,40
81,A001,A040,오창 자동차 1동 Pack,P9500,P1Q03,,MASS,MASS,APRSAKANG-A1,RSA-KANGOO,201908,201908,2019-02-24,2019-02-19,40,41
81,A001,A040,오창 자동차 1동 Pack,P9500,P1Q03,,MASS,MASS,APRSAKANG-A1,RSA-KANGOO,201908,201908,2019-02-24,2019-02-20,40,40
81,A001,A040,오창 자동차 1동 Pack,P9500,P1Q03,,MASS,MASS,APRSAKANG-A1,RSA-KANGOO,201908,201908,2019-02-24,2019-02-21,40,40
81,A001,A040,오창 자동차 1동 Pack,P9500,P1Q03,,MASS,MASS,APRSAKANG-A1,RSA-KANGOO,201908,201908,2019-02-24,2019-02-22,40,40
81,A001,A040,오창 자동차 1동 Pack,P9500,P1Q03,,MASS,MASS,APRSAKANG-A1,RSA-KANGOO,201908,201908,2019-02-24,2019-02-23,40,40
81,A001,A040,오창 자동차 1동 Pack,P9500,P1Q03,,MASS,MASS,APRSAKANG-A1,RSA-KANGOO,201908,201908,2019-02-24,2019-02-24,20,20
81,A001,A040,오창 자동차 1동 Pack,P9500,P1Q03,,MASS,MASS,APRSAKANG-A1,RSA-KANGOO,201909,201909,2019-03-03,2019-02-25,40,40
81,A001,A040,오창 자동차 1동 Pack,P9500,P1Q03,,MASS,MASS,APRSAKANG-A1,RSA-KANGOO,201909,201909,2019-03-03,2019-02-26,40,40
81,A001,A040,오창 자동차 1동 Pack,P9500,P1Q03,,MASS,MASS,APRSAKANG-A1,RSA-KANGOO,201909,201909,2019-03-03,2019-02-27,40,40
81,A001,A040,오창 자동차 1동 Pack,P9500,P1Q03,,MASS,MASS,APRSAKANG-A1,RSA-KANGOO,201909,201909,2019-03-03,2019-02-28,40,40
81,A001,A040,오창 자동차 1동 Pack,P9500,P1Q03,,MASS,MASS,APRSAKANG-A1,RSA-KANGOO,201909,201909,2019-03-03,2019-03-01,40,40
81,A001,A040,오창 자동차 1동 Pack,P9500,P1Q03,,MASS,MASS,APRSAKANG-A1,RSA-KANGOO,201909,201909,2019-03-03,2019-03-02,40,40
81,A001,A040,오창 자동차 1동 Pack,P9500,P1Q03,,MASS,MASS,APRSAKANG-A1,RSA-KANGOO,201909,201909,2019-03-03,2019-03-03,20,20
81,A001,A040,오창 자동차 1동 Pack,P9500,P1Q03,,MASS,MASS,APRSAKANG-A1,RSA-KANGOO,201910,201910,2019-03-10,2019-03-04,40,40
81,A001,A040,오창 자동차 1동 Pack,P9500,P1Q03,,MASS,MASS,APRSAKANG-A1,RSA-KANGOO,201910,201910,2019-03-10,2019-03-05,40,40
81,A001,A040,오창 자동차 1동 Pack,P9500,P1Q03,,MASS,MASS,APRSAKANG-A1,RSA-KANGOO,201910,201910,2019-03-10,2019-03-06,40,40
81,A001,A040,오창 자동차 1동 Pack,P9500,P1Q03,,MASS,MASS,APRSAKANG-A1,RSA-KANGOO,201910,201910,2019-03-10,2019-03-07,40,37
81,A001,A040,오창 자동차 1동 Pack,P9500,P1Q03,,MASS,MASS,APRSAKANG-A1,RSA-KANGOO,201910,201910,2019-03-10,2019-03-08,40,40
81,A001,A040,오창 자동차 1동 Pack,P9500,P1Q03,,MASS,MASS,APRSAKANG-A1,RSA-KANGOO,201910,201910,2019-03-10,2019-03-09,40,40
81,A001,A040,오창 자동차 1동 Pack,P9500,P1Q03,,MASS,MASS,APRSAKANG-A1,RSA-KANGOO,201911,201911,2019-03-17,2019-03-11,20,23
81,A001,A040,오창 자동차 1동 Pack,P9500,P1Q03,,MASS,MASS,APRSAKANG-A1,RSA-KANGOO,201911,201911,2019-03-17,2019-03-12,40,40
81,A001,A040,오창 자동차 1동 Pack,P9500,P1Q03,,MASS,MASS,APRSAKANG-A1,RSA-KANGOO,201911,201911,2019-03-17,2019-03-13,40,40
81,A001,A040,오창 자동차 1동 Pack,P9500,P1Q03,,MASS,MASS,APRSAKANG-A1,RSA-KANGOO,201911,201911,2019-03-17,2019-03-14,40,40
81,A001,A040,오창 자동차 1동 Pack,P9500,P1Q03,,MASS,MASS,APRSAKANG-A1,RSA-KANGOO,201911,201911,2019-03-17,2019-03-15,40,40
81,A001,A040,오창 자동차 1동 Pack,P9500,P1Q03,,MASS,MASS,APRSAKANG-A1,RSA-KANGOO,201911,201911,2019-03-17,2019-03-16,40,40
81,A001,A040,오창 자동차 1동 Pack,P9500,P1Q03,,MASS,MASS,APRSAKANG-A1,RSA-KANGOO,201911,201911,2019-03-17,2019-03-17,20,20
81,A001,A040,오창 자동차 1동 Pack,P9500,P1Q03,,MASS,MASS,APRSAKANG-A1,RSA-KANGOO,201912,201912,2019-03-24,2019-03-18,40,40
81,A001,A040,오창 자동차 1동 Pack,P9500,P1Q03,,MASS,MASS,APRSAKANG-A1,RSA-KANGOO,201912,201912,2019-03-24,2019-03-19,40,40
81,A001,A040,오창 자동차 1동 Pack,P9500,P1Q03,,MASS,MASS,APRSAKANG-A1,RSA-KANGOO,201912,201912,2019-03-24,2019-03-20,40,40
81,A001,A040,오창 자동차 1동 Pack,P9500,P1Q03,,MASS,MASS,APRSAKANG-A1,RSA-KANGOO,201912,201912,2019-03-24,2019-03-21,40,40
81,A001,A040,오창 자동차 1동 Pack,P9500,P1Q03,,MASS,MASS,APRSAKANG-A1,RSA-KANGOO,201912,201912,2019-03-24,2019-03-22,40,40
81,A001,A040,오창 자동차 1동 Pack,P9500,P1Q03,,MASS,MASS,APRSAKANG-A1,RSA-KANGOO,201912,201912,2019-03-24,2019-03-23,39,40
81,A001,A040,오창 자동차 1동 Pack,P9500,P1Q03,,MASS,MASS,APRSAKANG-A1,RSA-KANGOO,201912,201912,2019-03-24,2019-03-24,20,20
81,A001,A040,오창 자동차 1동 Pack,P9500,P1Q03,,MASS,MASS,APRSAKANG-A1,RSA-KANGOO,201913,201913,2019-03-31,2019-03-25,40,37
81,A001,A040,오창 자동차 1동 Pack,P9500,P1Q03,,MASS,MASS,APRSAKANG-A1,RSA-KANGOO,201913,201913,2019-03-31,2019-03-26,40,39
81,A001,A040,오창 자동차 1동 Pack,P9500,P1Q03,,MASS,MASS,APRSAKANG-A1,RSA-KANGOO,201913,201913,2019-03-31,2019-03-27,40,43
81,A001,A040,오창 자동차 1동 Pack,P9500,P1Q03,,MASS,MASS,APRSAKANG-A1,RSA-KANGOO,201913,201913,2019-03-31,2019-03-28,40,40
81,A001,A040,오창 자동차 1동 Pack,P9500,P1Q03,,MASS,MASS,APRSAKANG-A1,RSA-KANGOO,201913,201913,2019-03-31,2019-03-29,40,43
81,A001,A040,오창 자동차 1동 Pack,P9500,P1Q03,,MASS,MASS,APRSAKANG-A1,RSA-KANGOO,201913,201913,2019-03-31,2019-03-30,40,40
81,A001,A040,오창 자동차 1동 Pack,P9500,P1Q03,,MASS,MASS,APRSAKANG-A1,RSA-KANGOO,201913,201913,2019-03-31,2019-03-31,20,20
81,A001,A040,오창 자동차 1동 Pack,P9500,P1Q03,,MASS,MASS,APRSAKANG-A1,RSA-KANGOO,201914,201914,2019-04-07,2019-04-01,40,38
81,A001,A040,오창 자동차 1동 Pack,P9500,P1Q03,,MASS,MASS,APRSAKANG-A1,RSA-KANGOO,201914,201914,2019-04-07,2019-04-02,40,33
81,A001,A040,오창 자동차 1동 Pack,P9500,P1Q03,,MASS,MASS,APRSAKANG-A1,RSA-KANGOO,201914,201914,2019-04-07,2019-04-03,40,40
81,A001,A040,오창 자동차 1동 Pack,P9500,P1Q03,,MASS,MASS,APRSAKANG-A1,RSA-KANGOO,201914,201914,2019-04-07,2019-04-04,40,40
81,A001,A040,오창 자동차 1동 Pack,P9500,P1Q03,,MASS,MASS,APRSAKANG-A1,RSA-KANGOO,201914,201914,2019-04-07,2019-04-05,40,40
81,A001,A040,오창 자동차 1동 Pack,P9500,P1Q03,,MASS,MASS,APRSAKANG-A1,RSA-KANGOO,201914,201914,2019-04-07,2019-04-06,40,40
81,A001,A040,오창 자동차 1동 Pack,P9500,P1Q03,,MASS,MASS,APRSAKANG-A1,RSA-KANGOO,201914,201914,2019-04-07,2019-04-07,0,9
81,A001,A040,오창 자동차 1동 Pack,P9500,P1Q03,,MASS,MASS,APRSAKANG-A1,RSA-KANGOO,201915,201915,2019-04-14,2019-04-08,37,37
81,A001,A040,오창 자동차 1동 Pack,P9500,P1Q03,,MASS,MASS,APRSAKANG-A1,RSA-KANGOO,201915,201915,2019-04-14,2019-04-09,40,43
81,A001,A040,오창 자동차 1동 Pack,P9500,P1Q03,,MASS,MASS,APRSAKANG-A1,RSA-KANGOO,201915,201915,2019-04-14,2019-04-10,40,41
81,A001,A040,오창 자동차 1동 Pack,P9500,P1Q03,,MASS,MASS,APRSAKANG-A1,RSA-KANGOO,201915,201915,2019-04-14,2019-04-11,40,40
81,A001,A040,오창 자동차 1동 Pack,P9500,P1Q03,,MASS,MASS,APRSAKANG-A1,RSA-KANGOO,201915,201915,2019-04-14,2019-04-12,40,30
81,A001,A040,오창 자동차 1동 Pack,P9500,P1Q03,,MASS,MASS,APRSAKANG-A1,RSA-KANGOO,201915,201915,2019-04-14,2019-04-13,40,32
81,A001,A040,오창 자동차 1동 Pack,P9500,P1Q03,,MASS,MASS,APRSAKANG-A1,RSA-KANGOO,201916,201916,2019-04-21,2019-04-15,32,39
81,A001,A040,오창 자동차 1동 Pack,P9500,P1Q03,,MASS,MASS,APRSAKANG-A1,RSA-KANGOO,201916,201916,2019-04-21,2019-04-16,40,36
81,A001,A040,오창 자동차 1동 Pack,P9500,P1Q03,,MASS,MASS,APRSAKANG-A1,RSA-KANGOO,201916,201916,2019-04-21,2019-04-17,40,40
81,A001,A040,오창 자동차 1동 Pack,P9500,P1Q03,,MASS,MASS,APRSAKANG-A1,RSA-KANGOO,201916,201916,2019-04-21,2019-04-18,40,40
81,A001,A040,오창 자동차 1동 Pack,P9500,P1Q03,,MASS,MASS,APRSAKANG-A1,RSA-KANGOO,201916,201916,2019-04-21,2019-04-19,40,40
81,A001,A040,오창 자동차 1동 Pack,P9500,P1Q03,,MASS,MASS,APRSAKANG-A1,RSA-KANGOO,201916,201916,2019-04-21,2019-04-20,48,56
81,A001,A040,오창 자동차 1동 Pack,P9500,P1Q03,,MASS,MASS,APRSAKANG-A1,RSA-KANGOO,201917,201917,2019-04-28,2019-04-22,40,46
81,A001,A040,오창 자동차 1동 Pack,P9500,P1Q03,,MASS,MASS,APRSAKANG-A1,RSA-KANGOO,201917,201917,2019-04-28,2019-04-23,40,40
81,A001,A040,오창 자동차 1동 Pack,P9500,P1Q03,,MASS,MASS,APRSAKANG-A1,RSA-KANGOO,201917,201917,2019-04-28,2019-04-24,40,37
81,A001,A040,오창 자동차 1동 Pack,P9500,P1Q03,,MASS,MASS,APRSAKANG-A1,RSA-KANGOO,201917,201917,2019-04-28,2019-04-25,40,40
81,A001,A040,오창 자동차 1동 Pack,P9500,P1Q03,,MASS,MASS,APRSAKANG-A1,RSA-KANGOO,201917,201917,2019-04-28,2019-04-26,40,40
81,A001,A040,오창 자동차 1동 Pack,P9500,P1Q03,,MASS,MASS,APRSAKANG-A1,RSA-KANGOO,201918,201918,2019-05-05,2019-04-29,40,40
81,A001,A040,오창 자동차 1동 Pack,P9500,P1Q03,,MASS,MASS,APRSAKANG-A1,RSA-KANGOO,201918,201918,2019-05-05,2019-04-30,40,40
81,A001,A040,오창 자동차 1동 Pack,P9500,P1Q03,,MASS,MASS,APRSAKANG-A1,RSA-KANGOO,201918,201918,2019-05-05,2019-05-01,40,41
81,A001,A040,오창 자동차 1동 Pack,P9500,P1Q03,,MASS,MASS,APRSAKANG-A1,RSA-KANGOO,201918,201918,2019-05-05,2019-05-02,40,41
81,A001,A040,오창 자동차 1동 Pack,P9500,P1Q03,,MASS,MASS,APRSAKANG-A1,RSA-KANGOO,201918,201918,2019-05-05,2019-05-03,40,40
81,A001,A040,오창 자동차 1동 Pack,P9500,P1Q03,,MASS,MASS,APRSAKANG-A1,RSA-KANGOO,201918,201918,2019-05-05,2019-05-04,40,41
81,A001,A040,오창 자동차 1동 Pack,P9500,P1Q03,,MASS,MASS,APRSAKANG-A1,RSA-KANGOO,201918,201918,2019-05-05,2019-05-05,20,20
81,A001,A040,오창 자동차 1동 Pack,P9500,P1Q03,,MASS,MASS,APRSAKANG-A1,RSA-KANGOO,201919,201919,2019-05-12,2019-05-06,42,42
81,A001,A040,오창 자동차 1동 Pack,P9500,P1Q03,,MASS,MASS,APRSAKANG-A1,RSA-KANGOO,201919,201919,2019-05-12,2019-05-07,42,42
81,A001,A040,오창 자동차 1동 Pack,P9500,P1Q03,,MASS,MASS,APRSAKANG-A1,RSA-KANGOO,201919,201919,2019-05-12,2019-05-08,42,42
81,A001,A040,오창 자동차 1동 Pack,P9500,P1Q03,,MASS,MASS,APRSAKANG-A1,RSA-KANGOO,201921,201921,2019-05-26,2019-05-20,38,40
81,A001,A040,오창 자동차 1동 Pack,P9500,P1Q03,,MASS,MASS,APRSAKANG-A1,RSA-KANGOO,201921,201921,2019-05-26,2019-05-21,44,44
81,A001,A040,오창 자동차 1동 Pack,P9500,P1Q03,,MASS,MASS,APRSAKANG-A1,RSA-KANGOO,201921,201921,2019-05-26,2019-05-22,44,46
81,A001,A040,오창 자동차 1동 Pack,P9500,P1Q03,,MASS,MASS,APRSAKANG-A1,RSA-KANGOO,201921,201921,2019-05-26,2019-05-23,44,46
81,A001,A040,오창 자동차 1동 Pack,P9500,P1Q03,,MASS,MASS,APRSAKANG-A1,RSA-KANGOO,201921,201921,2019-05-26,2019-05-24,40,39
81,A001,A040,오창 자동차 1동 Pack,P9500,P1Q03,,MASS,MASS,APRSAKANG-A1,RSA-KANGOO,201921,201921,2019-05-26,2019-05-25,22,23
81,A001,A040,오창 자동차 1동 Pack,P9500,P1Q03,,MASS,MASS,APRSAKANG-A1,RSA-KANGOO,201922,201922,2019-06-02,2019-05-27,46,44
81,A001,A040,오창 자동차 1동 Pack,P9500,P1Q03,,MASS,MASS,APRSAKANG-A1,RSA-KANGOO,201922,201922,2019-06-02,2019-05-28,42,44
81,A001,A040,오창 자동차 1동 Pack,P9500,P1Q03,,MASS,MASS,APRSAKANG-A1,RSA-KANGOO,201922,201922,2019-06-02,2019-05-29,46,48
81,A001,A040,오창 자동차 1동 Pack,P9500,P1Q03,,MASS,MASS,APRSAKANG-A1,RSA-KANGOO,201922,201922,2019-06-02,2019-05-30,42,44
81,A001,A040,오창 자동차 1동 Pack,P9500,P1Q03,,MASS,MASS,APRSAKANG-A1,RSA-KANGOO,201922,201922,2019-06-02,2019-05-31,42,37
81,A001,A040,오창 자동차 1동 Pack,P9500,P1Q03,,MASS,MASS,APRSAKANG-A1,RSA-KANGOO,201922,201922,2019-06-02,2019-06-01,24,24
81,A001,A040,오창 자동차 1동 Pack,P9500,P1Q03,,MASS,MASS,APRSAKANG-A1,RSA-KANGOO,201922,201922,2019-06-02,2019-06-02,48,47
81,A001,A040,오창 자동차 1동 Pack,P9500,P1Q03,,MASS,MASS,APRSAKANG-A1,RSA-KANGOO,201923,201923,2019-06-09,2019-06-03,50,48
81,A001,A040,오창 자동차 1동 Pack,P9500,P1Q03,,MASS,MASS,APRSAKANG-A1,RSA-KANGOO,201923,201923,2019-06-09,2019-06-04,50,50
81,A001,A040,오창 자동차 1동 Pack,P9500,P1Q03,,MASS,MASS,APRSAKANG-A1,RSA-KANGOO,201923,201923,2019-06-09,2019-06-05,50,48
81,A001,A040,오창 자동차 1동 Pack,P9500,P1Q03,,MASS,MASS,APRSAKANG-A1,RSA-KANGOO,201923,201923,2019-06-09,2019-06-06,50,52
81,A001,A040,오창 자동차 1동 Pack,P9500,P1Q03,,MASS,MASS,APRSAKANG-A1,RSA-KANGOO,201923,201923,2019-06-09,2019-06-07,50,50
81,A001,A040,오창 자동차 1동 Pack,P9500,P1Q03,,MASS,MASS,APRSAKANG-A1,RSA-KANGOO,201923,201923,2019-06-09,2019-06-08,25,25
81,A001,A040,오창 자동차 1동 Pack,P9500,P1Q03,,MASS,MASS,APRSAKANG-A1,RSA-KANGOO,201924,201924,2019-06-16,2019-06-10,50,52
81,A001,A040,오창 자동차 1동 Pack,P9500,P1Q03,,MASS,MASS,APRSAKANG-A1,RSA-KANGOO,201924,201924,2019-06-16,2019-06-11,48,49
81,A001,A040,오창 자동차 1동 Pack,P9500,P1Q03,,MASS,MASS,APRSAKANG-A1,RSA-KANGOO,201924,201924,2019-06-16,2019-06-12,52,52
81,A001,A040,오창 자동차 1동 Pack,P9500,P1Q03,,MASS,MASS,APRSAKANG-A1,RSA-KANGOO,201924,201924,2019-06-16,2019-06-13,52,51
81,A001,A040,오창 자동차 1동 Pack,P9500,P1Q03,,MASS,MASS,APRSAKANG-A1,RSA-KANGOO,201924,201924,2019-06-16,2019-06-14,52,52
81,A001,A040,오창 자동차 1동 Pack,P9500,P1Q03,,MASS,MASS,APRSAKANG-A1,RSA-KANGOO,201924,201924,2019-06-16,2019-06-15,52,52
81,A001,A040,오창 자동차 1동 Pack,P9500,P1Q03,,MASS,MASS,APRSAKANG-A1,RSA-KANGOO,201925,201925,2019-06-23,2019-06-17,52,52
81,A001,A040,오창 자동차 1동 Pack,P9500,P1Q03,,MASS,MASS,APRSAKANG-A1,RSA-KANGOO,201925,201925,2019-06-23,2019-06-18,52,51
81,A001,A040,오창 자동차 1동 Pack,P9500,P1Q03,,MASS,MASS,APRSAKANG-A1,RSA-KANGOO,201925,201925,2019-06-23,2019-06-22,7,7
81,A001,A040,오창 자동차 1동 Pack,P9500,P1Q03,,MASS,MASS,APRSAKANG-B1,RSA-KANGOO-G1AS,201902,201902,2019-01-13,2019-01-11,25,24
81,A001,A040,오창 자동차 1동 Pack,P9500,P1Q03,,MASS,MASS,APRSAKANG-B1,RSA-KANGOO-G1AS,201902,201902,2019-01-13,2019-01-12,40,40
81,A001,A040,오창 자동차 1동 Pack,P9500,P1Q03,,MASS,MASS,APRSAKANG-B1,RSA-KANGOO-G1AS,201902,201902,2019-01-13,2019-01-13,20,20
81,A001,A040,오창 자동차 1동 Pack,P9500,P1Q03,,MASS,MASS,APRSAKANG-B1,RSA-KANGOO-G1AS,201903,201903,2019-01-20,2019-01-14,31,32
81,A001,A040,오창 자동차 1동 Pack,P9500,P1Q03,,MASS,MASS,APRSAKANG-B1,RSA-KANGOO-G1AS,201919,201919,2019-05-12,2019-05-09,37,40
81,A001,A040,오창 자동차 1동 Pack,P9500,P1Q03,,MASS,MASS,APRSAKANG-B1,RSA-KANGOO-G1AS,201919,201919,2019-05-12,2019-05-10,42,42
81,A001,A040,오창 자동차 1동 Pack,P9500,P1Q03,,MASS,MASS,APRSAKANG-B1,RSA-KANGOO-G1AS,201919,201919,2019-05-12,2019-05-11,37,34
81,A001,A040,오창 자동차 1동 Pack,P9500,P1Q03,,MASS,MASS,APRSAKANG-B1,RSA-KANGOO-G1AS,201925,201925,2019-06-23,2019-06-19,48,29
81,A001,A040,오창 자동차 1동 Pack,P9500,P1Q03,,MASS,MASS,APRSAKANG-B1,RSA-KANGOO-G1AS,201925,201925,2019-06-23,2019-06-20,52,49
81,A001,A040,오창 자동차 1동 Pack,P9500,P1Q03,,MASS,MASS,APRSAKANG-B1,RSA-KANGOO-G1AS,201925,201925,2019-06-23,2019-06-21,52,52
81,A001,A040,오창 자동차 1동 Pack,P9500,P1Q03,,MASS,MASS,APRSAKANG-B1,RSA-KANGOO-G1AS,201925,201925,2019-06-23,2019-06-22,41,44
81,A001,A040,오창 자동차 1동 Pack,P9500,P1QP1,Line 01_Pilot,Sample/Dev/Test,D-SAMPLE,APBMW12VH-A1-C02,BMW-12V-HAR,201914,201914,2019-04-07,2019-04-05,20,20
81,A001,A040,오창 자동차 1동 Pack,P9500,P1QP1,Line 01_Pilot,Sample/Dev/Test,D-SAMPLE,APBMW48CL-B1-B01,BMW48V G1.5 B1,201924,201924,2019-06-16,2019-06-10,13,0
81,A001,A040,오창 자동차 1동 Pack,P9500,P1QP1,Line 01_Pilot,Sample/Dev/Test,D-SAMPLE,APBMW48CL-B1-B02,BMW-48V-CLAR1.5,201936,201936,2019-09-08,2019-09-06,5,0
