Week,Product,Var_Product_1,Var_Product_2,Var_Product_3,Var_Product_4,Var_Product_5,Var_Product_6,Var_Product_7,Var_Product_8,Var_Product_9,Var_Product_10,Var_Product_11,Var_Product_12,Post_Product_1,Post_Product_2,Post_Product_3,Post_Product_4,Post_Product_5,Post_Product_6,Post_Product_7,Post_Product_8,Post_Product_9,Post_Product_10,Post_Product_11,Post_Product_12,Prev_Product_1,Prev_Product_2,Prev_Product_3,Prev_Product_4,Prev_Product_5,Prev_Product_6,Prev_Product_7,Prev_Product_8,Prev_Product_9,Prev_Product_10,Prev_Product_11,Prev_Product_12
201911,33413.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,242900.0,52050.0,52050.0,128511.5694447335,-999.0,-999.0,-999.0,-999.0,138800.0,-999.0,104100.0,173500.0,242900.0,-999.0,242900.0,69400.0,-999.0,242900.0,172560.0,8407.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,126495.0,53875.0,-999.0,-999.0
201912,,-999.0,34700.0,34700.0,34700.0,34700.0,34700.0,34700.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,69400.0,104100.0,104100.0,173500.0,173500.0,-999.0,242900.0,69400.0,-999.0,242900.0,225550.0,,,,,,,,,,,,
201913,,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,69400.0,104100.0,104100.0,168500.0,173500.0,-999.0,-999.0,69400.0,-999.0,242900.0,225550.0,52050.0,,,,,,,,,,,,
201914,45535.0,69400.0,69400.0,138800.0,208200.0,208200.0,208200.0,156150.0,-999.0,208200.0,121450.0,121450.0,121450.0,104100.0,104100.0,173500.0,173500.0,-999.0,237900.0,69400.0,-999.0,242900.0,225550.0,52050.0,-999.0,-999.0,-999.0,33413.0,172560.0,8407.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,126495.0
201915,129345.0,104100.0,104100.0,104100.0,-999.0,-999.0,-999.0,242900.0,242900.0,-999.0,242900.0,242900.0,242900.0,104100.0,173500.0,173500.0,-999.0,237900.0,69400.0,-999.0,242900.0,225550.0,52050.0,-999.0,244900.0,45535.0,-999.0,-999.0,33413.0,172560.0,8407.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0
201916,59201.0,104100.0,104100.0,104100.0,104100.0,104100.0,173500.0,173500.0,173500.0,173500.0,-999.0,173500.0,17350.0,173500.0,173500.0,-999.0,237900.0,69400.0,-999.0,242900.0,225550.0,52050.0,-999.0,244900.0,225550.0,129345.0,45535.0,-999.0,-999.0,33413.0,172560.0,8407.0,-999.0,-999.0,-999.0,-999.0,-999.0
201917,87864.0,173500.0,173500.0,173500.0,168500.0,173500.0,173500.0,173500.0,173500.0,-999.0,-999.0,-999.0,-999.0,173500.0,-999.0,237900.0,69400.0,-999.0,242900.0,225550.0,52050.0,-999.0,244900.0,225550.0,34700.0,59201.0,129345.0,45535.0,-999.0,-999.0,33413.0,172560.0,8407.0,-999.0,-999.0,-999.0,-999.0
201918,117902.0,173500.0,173500.0,173500.0,173500.0,173500.0,173500.0,242900.0,242900.0,69400.0,-999.0,-999.0,167593.06402186048,-999.0,237900.0,69400.0,-999.0,242900.0,225550.0,52050.0,-999.0,244900.0,225550.0,34700.0,-999.0,87864.0,59201.0,129345.0,45535.0,-999.0,-999.0,33413.0,172560.0,8407.0,-999.0,-999.0,-999.0
201919,,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,17350.0,17350.0,17350.0,237900.0,69400.0,-999.0,242900.0,225550.0,52050.0,-999.0,244900.0,225550.0,34700.0,-999.0,-999.0,,,,,,,,,,,,
201920,155630.0,237900.0,237900.0,237900.0,237900.0,237900.0,237900.0,-999.0,242900.0,242900.0,242900.0,225550.0,225550.0,90000.0,-999.0,242900.0,225550.0,52050.0,-999.0,242900.0,225550.0,34700.0,-999.0,-999.0,208200.0,-999.0,117902.0,87864.0,59201.0,129345.0,45535.0,-999.0,-999.0,33413.0,172560.0,8407.0,-999.0
201921,56465.0,90000.0,69400.0,69400.0,69400.0,69400.0,69400.0,69400.0,69400.0,69400.0,69400.0,242900.0,242900.0,33700.0,242900.0,225550.0,-999.0,-999.0,244900.0,225550.0,34700.0,-999.0,-999.0,208200.0,242900.0,155630.0,-999.0,117902.0,87864.0,59201.0,129345.0,45535.0,-999.0,-999.0,33413.0,172560.0,8407.0
201922,4922.0,33700.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,242900.0,225550.0,-999.0,-999.0,244900.0,225550.0,34700.0,112462.0,116787.0,112462.0,116787.0,112462.0,56465.0,155630.0,-999.0,117902.0,87864.0,59201.0,129345.0,45535.0,-999.0,-999.0,33413.0,172560.0
201923,143140.0,242900.0,242900.0,242900.0,242900.0,242900.0,242900.0,242900.0,242900.0,242900.0,242900.0,242900.0,242900.0,225550.0,-999.0,-999.0,242900.0,225550.0,34700.0,-999.0,-999.0,208200.0,242900.0,138800.0,34700.0,4922.0,56465.0,155630.0,-999.0,117902.0,87864.0,59201.0,129345.0,45535.0,-999.0,-999.0,33413.0
201924,141358.0,225550.0,225550.0,225550.0,225550.0,225550.0,225550.0,225550.0,225550.0,225550.0,225550.0,225550.0,225550.0,-999.0,-999.0,199500.0,185250.0,28500.0,-999.0,-999.0,188500.0,203000.0,116000.0,29500.0,191750.0,143140.0,4922.0,56465.0,155630.0,-999.0,117902.0,87864.0,59201.0,129345.0,45535.0,-999.0,-999.0
201925,,-999.0,-999.0,-999.0,-999.0,52050.0,52050.0,52050.0,52050.0,52050.0,52050.0,52050.0,52050.0,-999.0,210000.0,195000.0,210000.0,-999.0,-999.0,201500.0,203000.0,-999.0,29500.0,191750.0,206500.0,,,,,,,,,,,,
201926,4995.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,199500.0,185250.0,199500.0,-999.0,-999.0,188500.0,203000.0,-999.0,29500.0,191750.0,206500.0,191750.0,-999.0,141358.0,143140.0,4922.0,56465.0,155630.0,-999.0,117902.0,87864.0,59201.0,129345.0,45535.0
201927,183125.0,199500.0,210000.0,199500.0,242900.0,244900.0,244900.0,242900.0,244900.0,244900.0,244900.0,244900.0,244900.0,50000.0,-999.0,-999.0,116000.0,188500.0,203000.0,188500.0,29500.0,191750.0,206500.0,191750.0,-999.0,4995.0,-999.0,141358.0,143140.0,4922.0,56465.0,155630.0,-999.0,117902.0,87864.0,59201.0,129345.0
201928,39333.0,50000.0,185250.0,195000.0,185250.0,225550.0,225550.0,225550.0,225550.0,225550.0,225550.0,225550.0,225550.0,-999.0,-999.0,116000.0,190500.0,203000.0,188500.0,58500.0,191750.0,206500.0,191750.0,-999.0,165000.0,183125.0,4995.0,-999.0,141358.0,143140.0,4922.0,56465.0,155630.0,-999.0,117902.0,87864.0,59201.0
201929,,-999.0,-999.0,199500.0,210000.0,28500.0,34700.0,34700.0,34700.0,34700.0,34700.0,34700.0,34700.0,185250.0,85500.0,2000.0,116000.0,188500.0,29500.0,191750.0,206500.0,191750.0,-999.0,165000.0,210000.0,,,,,,,,,,,,
201930,202743.0,185250.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,112462.0,-999.0,-999.0,-999.0,-999.0,85500.0,2000.0,116000.0,188500.0,29500.0,191750.0,206500.0,191750.0,-999.0,165000.0,210000.0,195000.0,-999.0,39333.0,183125.0,4995.0,-999.0,141358.0,143140.0,4922.0,56465.0,155630.0,-999.0,117902.0
201931,67600.0,85500.0,85500.0,116000.0,116000.0,-999.0,-999.0,-999.0,-999.0,116787.0,-999.0,-999.0,-999.0,-999.0,-999.0,192500.0,203500.0,191750.0,206500.0,191750.0,-999.0,165000.0,210000.0,195000.0,210000.0,202743.0,-999.0,39333.0,183125.0,4995.0,-999.0,141358.0,143140.0,4922.0,56465.0,155630.0,-999.0
201932,,-999.0,2000.0,2000.0,190500.0,188500.0,188500.0,201500.0,188500.0,208200.0,112462.0,208200.0,208200.0,29000.0,192500.0,203500.0,191750.0,206500.0,191750.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,,,,,,,,,,,,
201933,,29000.0,-999.0,116000.0,116000.0,203000.0,203000.0,203000.0,203000.0,203000.0,242900.0,116787.0,242900.0,192500.0,203500.0,191750.0,206500.0,191750.0,-999.0,165000.0,210000.0,195000.0,210000.0,196250.0,213500.0,,,,,,,,,,,,
201934,143914.0,192500.0,192500.0,192500.0,188500.0,188500.0,188500.0,188500.0,-999.0,-999.0,116000.0,138800.0,112462.0,203500.0,191750.0,206500.0,191750.0,-999.0,165000.0,210000.0,195000.0,210000.0,196250.0,213500.0,198250.0,-999.0,-999.0,67600.0,202743.0,-999.0,39333.0,183125.0,4995.0,-999.0,141358.0,143140.0,4922.0
201935,191653.0,203500.0,203500.0,203500.0,203500.0,29500.0,29500.0,58500.0,29500.0,29500.0,29500.0,29500.0,34700.0,191750.0,206500.0,-999.0,-999.0,165000.0,210000.0,195000.0,210000.0,196250.0,213500.0,198250.0,213500.0,143914.0,-999.0,-999.0,67600.0,202743.0,-999.0,39333.0,183125.0,4995.0,-999.0,141358.0,143140.0
201936,199700.0,191750.0,191750.0,191750.0,191750.0,191750.0,191750.0,191750.0,191750.0,191750.0,191750.0,191750.0,191750.0,208500.0,-999.0,-999.0,165000.0,210000.0,195000.0,210000.0,200250.0,213500.0,198250.0,213500.0,-999.0,191653.0,143914.0,-999.0,-999.0,67600.0,202743.0,-999.0,39333.0,183125.0,4995.0,-999.0,141358.0
201937,79035.0,208500.0,206500.0,206500.0,206500.0,206500.0,206500.0,206500.0,206500.0,206500.0,206500.0,206500.0,206500.0,50000.0,-999.0,135000.0,210000.0,195000.0,210000.0,196000.0,213500.0,198250.0,213500.0,-999.0,217000.0,199700.0,191653.0,143914.0,-999.0,-999.0,67600.0,202743.0,-999.0,39333.0,183125.0,4995.0,-999.0
201938,57126.0,50000.0,-999.0,-999.0,191750.0,191750.0,191750.0,191750.0,191750.0,191750.0,191750.0,191750.0,191750.0,-999.0,-999.0,-999.0,195000.0,210000.0,196500.0,213500.0,-999.0,-999.0,-999.0,217000.0,201500.0,79035.0,199700.0,191653.0,143914.0,-999.0,-999.0,67600.0,202743.0,-999.0,39333.0,183125.0,4995.0
201939,846.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,90000.0,195000.0,210000.0,196500.0,213500.0,-999.0,-999.0,198250.0,213500.0,198250.0,213500.0,57126.0,79035.0,199700.0,191653.0,143914.0,-999.0,-999.0,67600.0,202743.0,-999.0,39333.0,183125.0
201940,,-999.0,-999.0,135000.0,165000.0,165000.0,165000.0,165000.0,-999.0,165000.0,165000.0,165000.0,165000.0,-999.0,195000.0,210000.0,196500.0,213500.0,-999.0,-999.0,198250.0,213500.0,198250.0,213500.0,76250.0,,,,,,,,,,,,
201941,,-999.0,90000.0,-999.0,210000.0,210000.0,210000.0,210000.0,210000.0,-999.0,210000.0,210000.0,210000.0,195000.0,210000.0,188900.0,183000.0,-999.0,-999.0,205900.0,213500.0,198250.0,213500.0,76250.0,-999.0,,,,,,,,,,,,
201942,144834.0,195000.0,195000.0,195000.0,195000.0,195000.0,195000.0,195000.0,195000.0,195000.0,-999.0,195000.0,195000.0,210000.0,188900.0,183000.0,2000.0,-999.0,205900.0,213500.0,205900.0,213500.0,122000.0,-999.0,-999.0,-999.0,-999.0,846.0,57126.0,79035.0,199700.0,191653.0,143914.0,-999.0,-999.0,67600.0,202743.0
201943,176397.0,210000.0,210000.0,210000.0,210000.0,210000.0,210000.0,210000.0,210000.0,210000.0,210000.0,-999.0,210000.0,217000.0,192000.0,2000.0,-999.0,231000.0,231000.0,231000.0,213500.0,122000.0,-999.0,-999.0,-999.0,144834.0,-999.0,-999.0,846.0,57126.0,79035.0,199700.0,191653.0,143914.0,-999.0,-999.0,67600.0
201944,182218.0,217000.0,188900.0,188900.0,196500.0,196500.0,196500.0,196000.0,200250.0,196250.0,196250.0,196250.0,-999.0,183000.0,2000.0,-999.0,206000.0,206000.0,206000.0,213500.0,122000.0,-999.0,-999.0,-999.0,-999.0,176397.0,144834.0,-999.0,-999.0,846.0,57126.0,79035.0,199700.0,191653.0,143914.0,-999.0,-999.0
201945,99337.0,183000.0,192000.0,183000.0,183000.0,213500.0,213500.0,213500.0,213500.0,213500.0,213500.0,213500.0,213500.0,116500.0,-999.0,114500.0,206000.0,206000.0,213500.0,122000.0,-999.0,-999.0,-999.0,-999.0,-999.0,182218.0,176397.0,144834.0,-999.0,-999.0,846.0,57126.0,79035.0,199700.0,191653.0,143914.0,-999.0
201946,55318.0,116500.0,2000.0,2000.0,2000.0,-999.0,-999.0,-999.0,-999.0,198250.0,198250.0,198250.0,198250.0,-999.0,137500.0,206000.0,206000.0,213500.0,122000.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,99337.0,182218.0,176397.0,144834.0,-999.0,-999.0,846.0,57126.0,79035.0,199700.0,191653.0,143914.0
201947,132619.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,213500.0,213500.0,213500.0,-999.0,198500.0,206000.0,213500.0,122000.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,55318.0,99337.0,182218.0,176397.0,144834.0,-999.0,-999.0,846.0,57126.0,79035.0,199700.0,191653.0
201948,,-999.0,137500.0,114500.0,206000.0,231000.0,205900.0,205900.0,198250.0,198250.0,-999.0,-999.0,-999.0,203000.0,195500.0,203000.0,116000.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,,,,,,,,,,,,
201949,76128.0,203000.0,198500.0,206000.0,206000.0,206000.0,231000.0,213500.0,213500.0,213500.0,213500.0,217000.0,217000.0,200340.0,203000.0,116000.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,132619.0,55318.0,99337.0,182218.0,176397.0,144834.0,-999.0,-999.0,846.0,57126.0,79035.0
201950,179483.0,200340.0,195500.0,206000.0,206000.0,206000.0,206000.0,231000.0,205900.0,198250.0,198250.0,198250.0,201500.0,200500.0,116000.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,76128.0,-999.0,132619.0,55318.0,99337.0,182218.0,176397.0,144834.0,-999.0,-999.0,846.0,57126.0
201951,209658.0,200500.0,203000.0,203000.0,213500.0,213500.0,213500.0,213500.0,213500.0,213500.0,213500.0,213500.0,213500.0,108750.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,179483.0,76128.0,-999.0,132619.0,55318.0,99337.0,182218.0,176397.0,144834.0,-999.0,-999.0,846.0
201952,116400.0,108750.0,116000.0,116000.0,116000.0,122000.0,122000.0,122000.0,122000.0,122000.0,122000.0,76250.0,76250.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,209658.0,179483.0,76128.0,-999.0,132619.0,55318.0,99337.0,182218.0,176397.0,144834.0,-999.0,-999.0
201953,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201954,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
202001,88080.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,202500.0,199500.0,202500.0,203375.0,-999.0,-999.0,-999.0,275875.0,282625.0,282625.0,282625.0,282625.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0
202002,143332.0,202500.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,200500.0,199100.0,171000.0,-999.0,-999.0,-999.0,70000.0,282625.0,282625.0,282625.0,282625.0,282625.0,88080.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0
202003,126497.0,200500.0,199500.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,200100.0,229000.0,120000.0,-999.0,-999.0,70000.0,259000.0,261700.0,261700.0,261700.0,263600.0,28000.0,143332.0,88080.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0
202004,46482.0,200100.0,199100.0,202500.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,201000.0,120000.0,-999.0,-999.0,35000.0,226700.0,226700.0,141500.0,261700.0,263600.0,52500.0,139725.0,126497.0,143332.0,88080.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0
202005,192274.0,201000.0,229000.0,171000.0,203375.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,49000.0,-999.0,-999.0,35000.0,226700.0,226700.0,226700.0,261700.0,263600.0,52500.0,139725.0,139725.0,46482.0,126497.0,143332.0,88080.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0
202006,101129.0,49000.0,120000.0,120000.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,2000.0,-999.0,35000.0,226700.0,226700.0,226700.0,261700.0,263600.0,160500.0,334125.0,334125.0,351450.0,192274.0,46482.0,126497.0,143332.0,88080.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0
202007,,2000.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,63400.0,226700.0,191700.0,226700.0,261700.0,256400.0,160500.0,334125.0,334125.0,351450.0,179550.0,,,,,,,,,,,,
202008,0.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,35000.0,226700.0,226700.0,226700.0,261700.0,263700.0,160500.0,334125.0,334125.0,351450.0,179550.0,179550.0,-999.0,101129.0,192274.0,46482.0,126497.0,143332.0,88080.0,-999.0,-999.0,-999.0,-999.0,-999.0
202009,,35000.0,63400.0,35000.0,35000.0,35000.0,70000.0,70000.0,275875.0,-999.0,-999.0,-999.0,-999.0,224000.0,224000.0,224000.0,254000.0,288800.0,171000.0,328950.0,328950.0,344800.0,179550.0,179550.0,179550.0,,,,,,,,,,,,
202010,193220.0,224000.0,226700.0,226700.0,226700.0,226700.0,226700.0,259000.0,282625.0,282625.0,-999.0,-999.0,-999.0,234500.0,231000.0,235000.0,288800.0,164000.0,328950.0,328950.0,344800.0,376650.0,376650.0,376650.0,376650.0,-999.0,0.0,-999.0,101129.0,192274.0,46482.0,126497.0,143332.0,88080.0,-999.0,-999.0,-999.0
202011,185859.0,234500.0,224000.0,226700.0,191700.0,226700.0,226700.0,226700.0,261700.0,282625.0,282625.0,-999.0,-999.0,241500.0,248100.0,296800.0,184000.0,329400.0,336150.0,350750.0,376650.0,376650.0,376650.0,376650.0,442450.0,193220.0,-999.0,0.0,-999.0,101129.0,192274.0,46482.0,126497.0,143332.0,88080.0,-999.0,-999.0
202012,225203.0,241500.0,231000.0,224000.0,226700.0,226700.0,226700.0,226700.0,141500.0,261700.0,282625.0,282625.0,-999.0,228000.0,280500.0,172500.0,310500.0,337500.0,337500.0,344250.0,376650.0,376650.0,376650.0,442450.0,589950.0,185859.0,193220.0,-999.0,0.0,-999.0,101129.0,192274.0,46482.0,126497.0,143332.0,88080.0,-999.0
202013,206581.0,228000.0,248100.0,235000.0,254000.0,261700.0,261700.0,261700.0,261700.0,261700.0,261700.0,282625.0,282625.0,283500.0,108000.0,210000.0,337500.0,314250.0,357750.0,364500.0,364500.0,372600.0,429625.0,590625.0,590625.0,225203.0,185859.0,193220.0,-999.0,0.0,-999.0,101129.0,192274.0,46482.0,126497.0,143332.0,88080.0
202014,203704.0,283500.0,280500.0,296800.0,288800.0,288800.0,263700.0,256400.0,263600.0,263600.0,263600.0,263600.0,282625.0,108000.0,135000.0,253125.0,322875.0,367875.0,374625.0,301500.0,175500.0,175500.0,358625.0,388125.0,593325.0,206581.0,225203.0,185859.0,193220.0,-999.0,0.0,-999.0,101129.0,192274.0,46482.0,126497.0,143332.0
202015,101653.0,108000.0,108000.0,172500.0,184000.0,164000.0,171000.0,160500.0,160500.0,160500.0,52500.0,52500.0,28000.0,115000.0,135000.0,236750.0,350250.0,350250.0,357000.0,370500.0,169000.0,182000.0,182000.0,438600.0,528150.0,203704.0,206581.0,225203.0,185859.0,193220.0,-999.0,0.0,-999.0,101129.0,192274.0,46482.0,126497.0
202016,124422.0,115000.0,135000.0,210000.0,310500.0,329400.0,328950.0,328950.0,334125.0,334125.0,334125.0,139725.0,139725.0,137000.0,139500.0,141750.0,249750.0,366750.0,380250.0,373750.0,377000.0,377000.0,379600.0,378150.0,382200.0,101653.0,203704.0,206581.0,225203.0,185859.0,193220.0,-999.0,0.0,-999.0,101129.0,192274.0,46482.0
202017,106349.0,137000.0,135000.0,253125.0,337500.0,337500.0,336150.0,328950.0,328950.0,334125.0,334125.0,334125.0,139725.0,91000.0,141750.0,155250.0,162000.0,175500.0,373750.0,393750.0,332000.0,334600.0,336400.0,573950.0,573950.0,124422.0,101653.0,203704.0,206581.0,225203.0,185859.0,193220.0,-999.0,0.0,-999.0,101129.0,192274.0
202018,91138.0,91000.0,139500.0,236750.0,322875.0,314250.0,337500.0,350750.0,344800.0,344800.0,351450.0,351450.0,351450.0,63000.0,-999.0,-999.0,-999.0,173500.0,195000.0,195000.0,-999.0,150000.0,195000.0,195000.0,441200.0,106349.0,124422.0,101653.0,203704.0,206581.0,225203.0,185859.0,193220.0,-999.0,0.0,-999.0,101129.0
202019,17658.0,63000.0,141750.0,141750.0,350250.0,367875.0,357750.0,344250.0,376650.0,376650.0,179550.0,179550.0,179550.0,1000.0,40000.0,148500.0,175500.0,189000.0,304000.0,390750.0,150000.0,195000.0,195000.0,382200.0,470700.0,91138.0,106349.0,124422.0,101653.0,203704.0,206581.0,225203.0,185859.0,193220.0,-999.0,0.0,-999.0
202020,,1000.0,-999.0,155250.0,249750.0,350250.0,374625.0,364500.0,376650.0,376650.0,376650.0,179550.0,179550.0,39500.0,98750.0,162000.0,162000.0,282000.0,180000.0,180000.0,195000.0,195000.0,382200.0,470700.0,529700.0,,,,,,,,,,,,
202021,0.0,39500.0,40000.0,-999.0,162000.0,366750.0,357000.0,301500.0,364500.0,376650.0,376650.0,376650.0,179550.0,143400.0,202500.0,180000.0,202500.0,202500.0,202500.0,138000.0,339000.0,339000.0,427500.0,486500.0,486500.0,-999.0,17658.0,91138.0,106349.0,124422.0,101653.0,203704.0,206581.0,225203.0,185859.0,193220.0,-999.0
202022,117587.0,143400.0,98750.0,148500.0,-999.0,175500.0,380250.0,370500.0,175500.0,372600.0,376650.0,376650.0,376650.0,202500.0,180000.0,202500.0,202500.0,202500.0,187140.0,339000.0,339000.0,339000.0,530750.0,501250.0,339000.0,0.0,-999.0,17658.0,91138.0,106349.0,124422.0,101653.0,203704.0,206581.0,225203.0,185859.0,193220.0
202023,209914.0,202500.0,202500.0,162000.0,175500.0,173500.0,373750.0,373750.0,169000.0,175500.0,429625.0,442450.0,442450.0,173000.0,202500.0,202500.0,202500.0,202500.0,334500.0,334500.0,339000.0,339000.0,339000.0,339000.0,400000.0,117587.0,0.0,-999.0,17658.0,91138.0,106349.0,124422.0,101653.0,203704.0,206581.0,225203.0,185859.0
202024,216149.0,173000.0,180000.0,180000.0,162000.0,189000.0,195000.0,393750.0,377000.0,182000.0,358625.0,590625.0,589950.0,202500.0,202650.0,204500.0,191640.0,202500.0,202500.0,202500.0,389700.0,389700.0,389700.0,392300.0,401325.0,209914.0,117587.0,0.0,-999.0,17658.0,91138.0,106349.0,124422.0,101653.0,203704.0,206581.0,225203.0
