Week,Product,Var_Product_1,Var_Product_2,Var_Product_3,Var_Product_4,Var_Product_5,Var_Product_6,Var_Product_7,Var_Product_8,Var_Product_9,Var_Product_10,Var_Product_11,Var_Product_12,Post_Product_1,Post_Product_2,Post_Product_3,Post_Product_4,Post_Product_5,Post_Product_6,Post_Product_7,Post_Product_8,Post_Product_9,Post_Product_10,Post_Product_11,Post_Product_12,Prev_Product_1,Prev_Product_2,Prev_Product_3,Prev_Product_4,Prev_Product_5,Prev_Product_6,Prev_Product_7,Prev_Product_8,Prev_Product_9,Prev_Product_10,Prev_Product_11,Prev_Product_12
202004,228923.0,200100.0,199100.0,202500.0,202500.0,202500.0,195000.0,202500.0,-999.0,-999.0,267225.0,259550.0,259550.0,201000.0,120000.0,-999.0,-999.0,35000.0,226700.0,226700.0,141500.0,261700.0,263600.0,52500.0,139725.0,296120.0,329459.0,326957.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0
202005,192274.0,201000.0,229000.0,171000.0,203375.0,203375.0,203375.0,211000.0,203375.0,207225.0,207225.0,327225.0,336000.0,49000.0,-999.0,-999.0,35000.0,226700.0,226700.0,226700.0,261700.0,263600.0,52500.0,139725.0,139725.0,228923.0,296120.0,329459.0,326957.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0
202006,215942.0,49000.0,120000.0,120000.0,-999.0,-999.0,-999.0,-999.0,-999.0,205875.0,209925.0,209925.0,269925.0,2000.0,-999.0,35000.0,226700.0,226700.0,226700.0,261700.0,263600.0,160500.0,334125.0,334125.0,351450.0,192274.0,228923.0,296120.0,329459.0,326957.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0
202007,365736.0,2000.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,205875.0,209925.0,209925.0,-999.0,63400.0,226700.0,191700.0,226700.0,261700.0,256400.0,160500.0,334125.0,334125.0,351450.0,179550.0,215942.0,192274.0,228923.0,296120.0,329459.0,326957.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0
202008,229997.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,35000.0,226700.0,226700.0,226700.0,261700.0,263700.0,160500.0,334125.0,334125.0,351450.0,179550.0,179550.0,365736.0,215942.0,192274.0,228923.0,296120.0,329459.0,326957.0,-999.0,-999.0,-999.0,-999.0,-999.0
202009,293829.0,35000.0,63400.0,35000.0,35000.0,35000.0,70000.0,70000.0,275875.0,275875.0,275875.0,103950.0,103950.0,224000.0,224000.0,224000.0,254000.0,288800.0,171000.0,328950.0,328950.0,344800.0,179550.0,179550.0,179550.0,229997.0,365736.0,215942.0,192274.0,228923.0,296120.0,329459.0,326957.0,-999.0,-999.0,-999.0,-999.0
202010,394467.0,224000.0,226700.0,226700.0,226700.0,226700.0,226700.0,259000.0,282625.0,282625.0,282625.0,282625.0,316575.0,234500.0,231000.0,235000.0,288800.0,164000.0,328950.0,328950.0,344800.0,376650.0,376650.0,376650.0,376650.0,293829.0,229997.0,365736.0,215942.0,192274.0,228923.0,296120.0,329459.0,326957.0,-999.0,-999.0,-999.0
202011,230080.0,234500.0,224000.0,226700.0,191700.0,226700.0,226700.0,226700.0,261700.0,282625.0,282625.0,282625.0,282625.0,241500.0,248100.0,296800.0,184000.0,329400.0,336150.0,350750.0,376650.0,376650.0,376650.0,376650.0,442450.0,394467.0,293829.0,229997.0,365736.0,215942.0,192274.0,228923.0,296120.0,329459.0,326957.0,-999.0,-999.0
202012,279378.0,241500.0,231000.0,224000.0,226700.0,226700.0,226700.0,226700.0,141500.0,261700.0,282625.0,282625.0,282625.0,228000.0,280500.0,172500.0,310500.0,337500.0,337500.0,344250.0,376650.0,376650.0,376650.0,442450.0,589950.0,230080.0,394467.0,293829.0,229997.0,365736.0,215942.0,192274.0,228923.0,296120.0,329459.0,326957.0,-999.0
202013,422217.0,228000.0,248100.0,235000.0,254000.0,261700.0,261700.0,261700.0,261700.0,261700.0,261700.0,282625.0,282625.0,283500.0,108000.0,210000.0,337500.0,314250.0,357750.0,364500.0,364500.0,372600.0,429625.0,590625.0,590625.0,279378.0,230080.0,394467.0,293829.0,229997.0,365736.0,215942.0,192274.0,228923.0,296120.0,329459.0,326957.0
202014,417985.0,283500.0,280500.0,296800.0,288800.0,288800.0,263700.0,256400.0,263600.0,263600.0,263600.0,263600.0,282625.0,108000.0,135000.0,253125.0,322875.0,367875.0,374625.0,301500.0,175500.0,175500.0,358625.0,388125.0,593325.0,422217.0,279378.0,230080.0,394467.0,293829.0,229997.0,365736.0,215942.0,192274.0,228923.0,296120.0,329459.0
202015,465186.0,108000.0,108000.0,172500.0,184000.0,164000.0,171000.0,160500.0,160500.0,160500.0,52500.0,52500.0,28000.0,115000.0,135000.0,236750.0,350250.0,350250.0,357000.0,370500.0,169000.0,182000.0,182000.0,438600.0,528150.0,417985.0,422217.0,279378.0,230080.0,394467.0,293829.0,229997.0,365736.0,215942.0,192274.0,228923.0,296120.0
202016,447355.0,115000.0,135000.0,210000.0,310500.0,329400.0,328950.0,328950.0,334125.0,334125.0,334125.0,139725.0,139725.0,137000.0,139500.0,141750.0,249750.0,366750.0,380250.0,373750.0,377000.0,377000.0,379600.0,378150.0,382200.0,465186.0,417985.0,422217.0,279378.0,230080.0,394467.0,293829.0,229997.0,365736.0,215942.0,192274.0,228923.0
202017,215542.0,137000.0,135000.0,253125.0,337500.0,337500.0,336150.0,328950.0,328950.0,334125.0,334125.0,334125.0,139725.0,91000.0,141750.0,155250.0,162000.0,175500.0,373750.0,393750.0,332000.0,334600.0,336400.0,573950.0,573950.0,447355.0,465186.0,417985.0,422217.0,279378.0,230080.0,394467.0,293829.0,229997.0,365736.0,215942.0,192274.0
202018,427288.0,91000.0,139500.0,236750.0,322875.0,314250.0,337500.0,350750.0,344800.0,344800.0,351450.0,351450.0,351450.0,63000.0,-999.0,-999.0,-999.0,173500.0,195000.0,195000.0,-999.0,150000.0,195000.0,195000.0,441200.0,215542.0,447355.0,465186.0,417985.0,422217.0,279378.0,230080.0,394467.0,293829.0,229997.0,365736.0,215942.0
202019,207258.0,63000.0,141750.0,141750.0,350250.0,367875.0,357750.0,344250.0,376650.0,376650.0,179550.0,179550.0,179550.0,1000.0,40000.0,148500.0,175500.0,189000.0,304000.0,390750.0,150000.0,195000.0,195000.0,382200.0,470700.0,427288.0,215542.0,447355.0,465186.0,417985.0,422217.0,279378.0,230080.0,394467.0,293829.0,229997.0,365736.0
202020,155423.0,1000.0,-999.0,155250.0,249750.0,350250.0,374625.0,364500.0,376650.0,376650.0,376650.0,179550.0,179550.0,39500.0,98750.0,162000.0,162000.0,282000.0,180000.0,180000.0,195000.0,195000.0,382200.0,470700.0,529700.0,207258.0,427288.0,215542.0,447355.0,465186.0,417985.0,422217.0,279378.0,230080.0,394467.0,293829.0,229997.0
202021,160729.0,39500.0,40000.0,-999.0,162000.0,366750.0,357000.0,301500.0,364500.0,376650.0,376650.0,376650.0,179550.0,143400.0,202500.0,180000.0,202500.0,202500.0,202500.0,138000.0,339000.0,339000.0,427500.0,486500.0,486500.0,155423.0,207258.0,427288.0,215542.0,447355.0,465186.0,417985.0,422217.0,279378.0,230080.0,394467.0,293829.0
202022,149811.0,143400.0,98750.0,148500.0,-999.0,175500.0,380250.0,370500.0,175500.0,372600.0,376650.0,376650.0,376650.0,202500.0,180000.0,202500.0,202500.0,202500.0,187140.0,339000.0,339000.0,339000.0,530750.0,501250.0,339000.0,160729.0,155423.0,207258.0,427288.0,215542.0,447355.0,465186.0,417985.0,422217.0,279378.0,230080.0,394467.0
202023,337427.0,202500.0,202500.0,162000.0,175500.0,173500.0,373750.0,373750.0,169000.0,175500.0,429625.0,442450.0,442450.0,173000.0,202500.0,202500.0,202500.0,202500.0,334500.0,334500.0,339000.0,339000.0,339000.0,339000.0,400000.0,149811.0,160729.0,155423.0,207258.0,427288.0,215542.0,447355.0,465186.0,417985.0,422217.0,279378.0,230080.0
202024,373704.0,173000.0,180000.0,180000.0,162000.0,189000.0,195000.0,393750.0,377000.0,182000.0,358625.0,590625.0,589950.0,202500.0,202650.0,204500.0,191640.0,202500.0,202500.0,202500.0,389700.0,389700.0,389700.0,392300.0,401325.0,337427.0,149811.0,160729.0,155423.0,207258.0,427288.0,215542.0,447355.0,465186.0,417985.0,422217.0,279378.0
