Week,Sale,Var_Sale_1,Var_Sale_2,Var_Sale_3,Var_Sale_4,Var_Sale_5,Var_Sale_6,Var_Sale_7,Var_Sale_8,Var_Sale_9,Var_Sale_10,Var_Sale_11,Var_Sale_12,Post_Sale_1,Post_Sale_2,Post_Sale_3,Post_Sale_4,Post_Sale_5,Post_Sale_6,Post_Sale_7,Post_Sale_8,Post_Sale_9,Post_Sale_10,Post_Sale_11,Post_Sale_12,Prev_Sale_1,Prev_Sale_2,Prev_Sale_3,Prev_Sale_4,Prev_Sale_5,Prev_Sale_6,Prev_Sale_7,Prev_Sale_8,Prev_Sale_9,Prev_Sale_10,Prev_Sale_11,Prev_Sale_12
202020,75351.0,120960.0,272160.0,226800.0,226800.0,257040.0,257040.0,226800.0,226800.0,226801.0,226801.0,226801.0,226801.0,120960.0,196560.0,166321.0,211680.0,211680.0,196560.0,166320.0,196560.0,226800.0,136080.0,241920.0,386352.0,146219.0,57456.0,117180.0,90720.0,45360.0,70686.0,115975.0,98280.0,61992.0,119826.0,120960.0,150599.0
202021,105327.0,120960.0,120960.0,136080.0,211680.0,211680.0,272160.0,272160.0,453600.0,453600.0,453600.0,453600.0,257040.0,272160.0,136081.0,211680.0,211680.0,196560.0,166320.0,196560.0,226800.0,136080.0,281232.0,347040.0,362160.0,75351.0,146219.0,57456.0,117180.0,90720.0,45360.0,70686.0,115975.0,98280.0,61992.0,119826.0,120960.0
202022,332262.0,272160.0,196560.0,181440.0,241920.0,211680.0,211680.0,272160.0,272160.0,453600.0,453600.0,453600.0,453600.0,15121.0,211680.0,211680.0,196560.0,166320.0,196560.0,226800.0,136080.0,281232.0,347040.0,362160.0,362160.0,105327.0,75351.0,146219.0,57456.0,117180.0,90720.0,45360.0,70686.0,115975.0,98280.0,61992.0,119826.0
202023,30240.0,15121.0,136081.0,166321.0,166321.0,211681.0,241920.0,241920.0,257040.0,257040.0,446040.0,446040.0,446040.0,151200.0,211680.0,241920.0,196560.0,196560.0,226800.0,136080.0,281232.0,347040.0,362160.0,362160.0,377280.0,332262.0,105327.0,75351.0,146219.0,57456.0,117180.0,90720.0,45360.0,70686.0,115975.0,98280.0,61992.0
202024,90339.0,151200.0,211680.0,211680.0,211680.0,211680.0,302400.0,287280.0,287280.0,302400.0,302400.0,299376.0,299376.0,211680.0,241920.0,272160.0,302400.0,302400.0,317520.0,381024.0,378000.0,408240.0,393120.0,181440.0,453600.0,30240.0,332262.0,105327.0,75351.0,146219.0,57456.0,117180.0,90720.0,45360.0,70686.0,115975.0,98280.0
202025,211674.0,211680.0,211680.0,211680.0,211680.0,211680.0,211680.0,317520.0,302400.0,302400.0,347760.0,347760.0,365904.0,241920.0,272160.0,302400.0,302400.0,317520.0,381024.0,378000.0,408240.0,393120.0,181440.0,453600.0,483840.0,90339.0,30240.0,332262.0,105327.0,75351.0,146219.0,57456.0,117180.0,90720.0,45360.0,70686.0,115975.0
202026,136080.0,241920.0,241920.0,241920.0,196560.0,196560.0,196560.0,196560.0,347760.0,393120.0,393120.0,393120.0,393120.0,272160.0,302400.0,302400.0,317520.0,381024.0,378000.0,408240.0,393120.0,226800.0,453600.0,483840.0,529200.0,211674.0,90339.0,30240.0,332262.0,105327.0,75351.0,146219.0,57456.0,117180.0,90720.0,45360.0,70686.0
202027,181440.0,272160.0,272160.0,272160.0,196560.0,166320.0,166320.0,166320.0,151200.0,362880.0,378000.0,378000.0,378000.0,302400.0,302400.0,317520.0,381024.0,378000.0,408240.0,393120.0,226800.0,453600.0,483840.0,529200.0,544320.0,136080.0,211674.0,90339.0,30240.0,332262.0,105327.0,75351.0,146219.0,57456.0,117180.0,90720.0,45360.0
202028,-53298.0,302400.0,302400.0,302400.0,302400.0,196560.0,196560.0,196560.0,196560.0,196560.0,378000.0,393120.0,393120.0,347760.0,347760.0,371952.0,378000.0,408240.0,393120.0,226800.0,453600.0,483840.0,529200.0,544320.0,514080.0,181440.0,136080.0,211674.0,90339.0,30240.0,332262.0,105327.0,75351.0,146219.0,57456.0,117180.0,90720.0
202029,257040.0,347760.0,302400.0,302400.0,302400.0,302400.0,226800.0,226800.0,226800.0,226800.0,241920.0,408240.0,438480.0,347760.0,374452.0,378000.0,408240.0,393120.0,226800.0,453600.0,483840.0,529200.0,544320.0,514080.0,544320.0,-53298.0,181440.0,136080.0,211674.0,90339.0,30240.0,332262.0,105327.0,75351.0,146219.0,57456.0,117180.0
202030,241481.0,347760.0,347760.0,317520.0,317520.0,317520.0,317520.0,136080.0,136080.0,136080.0,136080.0,136080.0,181440.0,395620.0,326592.0,287280.0,317520.0,317520.0,347760.0,347760.0,423360.0,423360.0,362880.0,438480.0,468720.0,257040.0,-53298.0,181440.0,136080.0,211674.0,90339.0,30240.0,332262.0,105327.0,75351.0,146219.0,57456.0
202031,90720.0,395620.0,374452.0,371952.0,381024.0,381024.0,381024.0,381024.0,281232.0,281232.0,281232.0,241920.0,226800.0,326592.0,287280.0,317520.0,317520.0,347760.0,347760.0,423360.0,423360.0,362880.0,438480.0,468720.0,468720.0,241481.0,257040.0,-53298.0,181440.0,136080.0,211674.0,90339.0,30240.0,332262.0,105327.0,75351.0,146219.0
202032,241920.0,326592.0,326592.0,378000.0,378000.0,378000.0,378000.0,378000.0,378000.0,347040.0,347040.0,347040.0,386352.0,287280.0,311472.0,317520.0,332640.0,347760.0,423360.0,423360.0,362880.0,438480.0,468720.0,468720.0,438480.0,90720.0,241481.0,257040.0,-53298.0,181440.0,136080.0,211674.0,90339.0,30240.0,332262.0,105327.0,75351.0
202033,226800.0,287280.0,287280.0,287280.0,408240.0,408240.0,408240.0,408240.0,408240.0,408240.0,362160.0,362160.0,362160.0,235872.0,196560.0,272160.0,257040.0,272160.0,287280.0,317520.0,317520.0,332640.0,378000.0,347760.0,241920.0,241920.0,90720.0,241481.0,257040.0,-53298.0,181440.0,136080.0,211674.0,90339.0,30240.0,332262.0,105327.0
202034,161406.0,235872.0,311472.0,317520.0,317520.0,393120.0,393120.0,393120.0,393120.0,393120.0,393120.0,362160.0,362160.0,196560.0,272160.0,257040.0,272160.0,287280.0,317520.0,317520.0,332640.0,378000.0,347760.0,241920.0,226800.0,226800.0,241920.0,90720.0,241481.0,257040.0,-53298.0,181440.0,136080.0,211674.0,90339.0,30240.0,332262.0
202035,166320.0,196560.0,196560.0,317520.0,317520.0,317520.0,226800.0,226800.0,226800.0,226800.0,181440.0,181440.0,377280.0,257040.0,257040.0,272160.0,287280.0,317520.0,317520.0,332640.0,378000.0,347760.0,241920.0,226800.0,199849.0,161406.0,226800.0,241920.0,90720.0,241481.0,257040.0,-53298.0,181440.0,136080.0,211674.0,90339.0,30240.0
202036,136080.0,257040.0,272160.0,272160.0,332640.0,347760.0,347760.0,453600.0,453600.0,453600.0,453600.0,453600.0,453600.0,257040.0,272160.0,302400.0,257040.0,317520.0,332640.0,378000.0,347760.0,241920.0,226800.0,199849.0,257040.0,166320.0,161406.0,226800.0,241920.0,90720.0,241481.0,257040.0,-53298.0,181440.0,136080.0,211674.0,90339.0
202037,241920.0,257040.0,257040.0,257040.0,257040.0,347760.0,347760.0,347760.0,483840.0,483840.0,483840.0,483840.0,483840.0,272160.0,302400.0,257040.0,317520.0,332640.0,378000.0,347760.0,241920.0,226800.0,199849.0,257040.0,317520.0,136080.0,166320.0,161406.0,226800.0,241920.0,90720.0,241481.0,257040.0,-53298.0,181440.0,136080.0,211674.0
202038,211680.0,272160.0,272160.0,272160.0,272160.0,272160.0,423360.0,423360.0,423360.0,529200.0,529200.0,529200.0,529200.0,302400.0,208656.0,317520.0,332640.0,378000.0,347760.0,241920.0,226800.0,199849.0,257040.0,317520.0,287280.0,241920.0,136080.0,166320.0,161406.0,226800.0,241920.0,90720.0,241481.0,257040.0,-53298.0,181440.0,136080.0
202039,226796.0,302400.0,302400.0,302400.0,287280.0,287280.0,287280.0,423360.0,423360.0,423360.0,544320.0,544320.0,544320.0,272160.0,272160.0,272160.0,302400.0,257040.0,196560.0,226800.0,211680.0,226800.0,272160.0,257040.0,241920.0,211680.0,241920.0,136080.0,166320.0,161406.0,226800.0,241920.0,90720.0,241481.0,257040.0,-53298.0,181440.0
202040,211676.0,272160.0,208656.0,257040.0,257040.0,317520.0,317520.0,317520.0,362880.0,362880.0,362880.0,514080.0,514080.0,272160.0,287280.0,302400.0,317520.0,317520.0,332640.0,332640.0,393120.0,408240.0,151200.0,226800.0,0.0,226796.0,211680.0,241920.0,136080.0,166320.0,161406.0,226800.0,241920.0,90720.0,241481.0,257040.0,-53298.0
202041,287280.0,272160.0,272160.0,317520.0,317520.0,317520.0,317520.0,317520.0,317520.0,438480.0,438480.0,438480.0,544320.0,287280.0,302400.0,317520.0,317520.0,332640.0,332640.0,393120.0,408240.0,151200.0,226800.0,0.0,0.0,211676.0,226796.0,211680.0,241920.0,136080.0,166320.0,161406.0,226800.0,241920.0,90720.0,241481.0,257040.0
202042,272160.0,287280.0,287280.0,272160.0,332640.0,332640.0,332640.0,332640.0,332640.0,332640.0,468720.0,468720.0,468720.0,302400.0,332640.0,317520.0,241920.0,287280.0,272160.0,544320.0,279480.0,226800.0,0.0,0.0,295218.0,287280.0,211676.0,226796.0,211680.0,241920.0,136080.0,166320.0,161406.0,226800.0,241920.0,90720.0,241481.0
202043,166314.0,302400.0,302400.0,302400.0,302400.0,378000.0,378000.0,378000.0,378000.0,378000.0,378000.0,468720.0,468720.0,332640.0,317520.0,241920.0,287280.0,272160.0,544320.0,279480.0,226800.0,0.0,0.0,295218.0,295218.0,272160.0,287280.0,211676.0,226796.0,211680.0,241920.0,136080.0,166320.0,161406.0,226800.0,241920.0,90720.0
202044,246078.0,332640.0,332640.0,317520.0,317520.0,257040.0,347760.0,347760.0,347760.0,347760.0,347760.0,347760.0,438480.0,317520.0,241920.0,287280.0,272160.0,544320.0,279480.0,226800.0,0.0,0.0,293766.0,293766.0,293766.0,166314.0,272160.0,287280.0,211676.0,226796.0,211680.0,241920.0,136080.0,166320.0,161406.0,226800.0,241920.0
202045,170478.0,317520.0,317520.0,317520.0,317520.0,317520.0,196560.0,241920.0,241920.0,241920.0,241920.0,241920.0,241920.0,272160.0,287280.0,257040.0,544320.0,323190.0,181440.0,0.0,0.0,237639.0,297048.0,297048.0,297048.0,246078.0,166314.0,272160.0,287280.0,211676.0,226796.0,211680.0,241920.0,136080.0,166320.0,161406.0,226800.0
202046,146664.0,272160.0,241920.0,241920.0,241920.0,332640.0,332640.0,226800.0,226800.0,226800.0,226800.0,226800.0,226800.0,287280.0,257040.0,544320.0,323190.0,226800.0,0.0,233264.0,233264.0,233264.0,233264.0,233265.0,391020.0,170478.0,246078.0,166314.0,272160.0,287280.0,211676.0,226796.0,211680.0,241920.0,136080.0,166320.0,161406.0
202047,362880.0,287280.0,287280.0,287280.0,287280.0,287280.0,332640.0,332640.0,211680.0,199849.0,199849.0,199849.0,199849.0,302400.0,544320.0,323190.0,226800.0,0.0,233264.0,233264.0,233264.0,233264.0,233265.0,391020.0,391020.0,146664.0,170478.0,246078.0,166314.0,272160.0,287280.0,211676.0,226796.0,211680.0,241920.0,136080.0,166320.0
202048,204982.0,302400.0,257040.0,257040.0,272160.0,272160.0,272160.0,393120.0,393120.0,226800.0,257040.0,257040.0,257040.0,514080.0,368550.0,226800.0,0.0,233264.0,233264.0,233264.0,233264.0,233265.0,391020.0,391020.0,391020.0,362880.0,146664.0,170478.0,246078.0,166314.0,272160.0,287280.0,211676.0,226796.0,211680.0,241920.0,136080.0
202049,482328.0,514080.0,544320.0,544320.0,544320.0,544320.0,544320.0,544320.0,408240.0,408240.0,272160.0,317520.0,317520.0,368550.0,226800.0,0.0,55539.0,277695.0,277695.0,277695.0,277697.0,391020.0,391020.0,391020.0,391023.0,204982.0,362880.0,146664.0,170478.0,246078.0,166314.0,272160.0,287280.0,211676.0,226796.0,211680.0,241920.0
202050,316008.0,368550.0,368550.0,323190.0,323190.0,323190.0,279480.0,279480.0,279480.0,151200.0,151200.0,257040.0,287280.0,226800.0,0.0,0.0,0.0,60480.0,196560.0,211680.0,241920.0,272160.0,332640.0,362880.0,302400.0,482328.0,204982.0,362880.0,146664.0,170478.0,246078.0,166314.0,272160.0,287280.0,211676.0,226796.0,211680.0
202051,233798.0,226800.0,226800.0,226800.0,226800.0,226800.0,181440.0,226800.0,226800.0,226800.0,226800.0,226800.0,241920.0,0.0,0.0,0.0,120960.0,166320.0,181440.0,302400.0,302400.0,302400.0,302400.0,260064.0,260064.0,316008.0,482328.0,204982.0,362880.0,146664.0,170478.0,246078.0,166314.0,272160.0,287280.0,211676.0,226796.0
202052,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,105840.0,105840.0,136080.0,272160.0,272160.0,272160.0,241920.0,287280.0,287280.0,287280.0,233798.0,316008.0,482328.0,204982.0,362880.0,146664.0,170478.0,246078.0,166314.0,272160.0,287280.0,211676.0
202053,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,105840.0,105840.0,136080.0,272160.0,272160.0,272160.0,241920.0,287280.0,287280.0,287280.0,287280.0,0.0,233798.0,316008.0,482328.0,204982.0,362880.0,146664.0,170478.0,246078.0,166314.0,272160.0,287280.0
202101,0.0,0.0,0.0,0.0,0.0,277695.0,233264.0,233264.0,233264.0,237639.0,293766.0,295218.0,295218.0,90720.0,90720.0,105840.0,211680.0,211680.0,287280.0,347760.0,317520.0,317520.0,332640.0,257040.0,257040.0,0.0,0.0,233798.0,316008.0,482328.0,204982.0,362880.0,146664.0,170478.0,246078.0,166314.0,272160.0
202102,15120.0,90720.0,105840.0,105840.0,120960.0,60480.0,277695.0,233264.0,233264.0,233264.0,297048.0,293766.0,295218.0,181440.0,196560.0,211680.0,241920.0,302400.0,332640.0,317520.0,317520.0,332640.0,257040.0,257040.0,-999.0,0.0,0.0,0.0,233798.0,316008.0,482328.0,204982.0,362880.0,146664.0,170478.0,246078.0,166314.0
202103,271782.0,181440.0,90720.0,105840.0,105840.0,166320.0,196560.0,277695.0,233264.0,233264.0,233264.0,297048.0,293766.0,181440.0,241920.0,287280.0,287280.0,347760.0,347760.0,347760.0,347760.0,257040.0,257040.0,-999.0,-999.0,15120.0,0.0,0.0,0.0,233798.0,316008.0,482328.0,204982.0,362880.0,146664.0,170478.0,246078.0
202104,166320.0,181440.0,196560.0,105840.0,136080.0,136080.0,181440.0,211680.0,277697.0,233265.0,233265.0,233265.0,297048.0,241920.0,287280.0,302400.0,347760.0,347760.0,332640.0,393120.0,408240.0,181440.0,-999.0,-999.0,-999.0,271782.0,15120.0,0.0,0.0,0.0,233798.0,316008.0,482328.0,204982.0,362880.0,146664.0,170478.0
202105,196556.0,241920.0,241920.0,211680.0,211680.0,272160.0,272160.0,302400.0,241920.0,391020.0,391020.0,391020.0,391020.0,302400.0,302400.0,365380.0,362880.0,347760.0,408240.0,423360.0,226800.0,-999.0,-999.0,-999.0,-999.0,166320.0,271782.0,15120.0,0.0,0.0,0.0,233798.0,316008.0,482328.0,204982.0,362880.0,146664.0
202106,193535.0,302400.0,287280.0,287280.0,241920.0,211680.0,272160.0,272160.0,302400.0,272160.0,391020.0,391020.0,391020.0,302400.0,365380.0,362880.0,347760.0,408240.0,423360.0,226800.0,-999.0,-999.0,-999.0,-999.0,-999.0,196556.0,166320.0,271782.0,15120.0,0.0,0.0,0.0,233798.0,316008.0,482328.0,204982.0,362880.0
202107,317452.0,302400.0,302400.0,302400.0,287280.0,302400.0,287280.0,272160.0,272160.0,302400.0,332640.0,391020.0,391020.0,365380.0,362880.0,362880.0,408240.0,408240.0,226800.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,193535.0,196556.0,166320.0,271782.0,15120.0,0.0,0.0,0.0,233798.0,316008.0,482328.0,204982.0
202108,408191.0,365380.0,365380.0,365380.0,347760.0,347760.0,332640.0,347760.0,241920.0,241920.0,302400.0,362880.0,391023.0,362880.0,362880.0,408240.0,408240.0,226800.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,317452.0,193535.0,196556.0,166320.0,271782.0,15120.0,0.0,0.0,0.0,233798.0,316008.0,482328.0
202109,287280.0,362880.0,362880.0,362880.0,362880.0,347760.0,347760.0,317520.0,317520.0,287280.0,287280.0,260064.0,302400.0,332640.0,393120.0,408240.0,166320.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,408191.0,317452.0,193535.0,196556.0,166320.0,271782.0,15120.0,0.0,0.0,0.0,233798.0,316008.0
202110,302400.0,332640.0,362880.0,362880.0,347760.0,347760.0,332640.0,347760.0,317520.0,317520.0,287280.0,287280.0,260064.0,393120.0,378000.0,211680.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,287280.0,408191.0,317452.0,193535.0,196556.0,166320.0,271782.0,15120.0,0.0,0.0,0.0,233798.0
202111,302393.0,393120.0,393120.0,408240.0,408240.0,408240.0,408240.0,393120.0,347760.0,332640.0,332640.0,287280.0,287280.0,378000.0,211680.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,302400.0,287280.0,408191.0,317452.0,193535.0,196556.0,166320.0,271782.0,15120.0,0.0,0.0,0.0
202112,317520.0,378000.0,378000.0,408240.0,408240.0,408240.0,423360.0,423360.0,408240.0,257040.0,257040.0,257040.0,287280.0,211680.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,302393.0,302400.0,287280.0,408191.0,317452.0,193535.0,196556.0,166320.0,271782.0,15120.0,0.0,0.0
202113,,211680.0,211680.0,211680.0,166320.0,226800.0,226800.0,226800.0,226800.0,181440.0,257040.0,257040.0,257040.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,,,,,,,,,,,,
202114,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
202115,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
202116,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
