Week,Sale,Var_Sale_1,Var_Sale_2,Var_Sale_3,Var_Sale_4,Var_Sale_5,Var_Sale_6,Var_Sale_7,Var_Sale_8,Var_Sale_9,Var_Sale_10,Var_Sale_11,Var_Sale_12,Post_Sale_1,Post_Sale_2,Post_Sale_3,Post_Sale_4,Post_Sale_5,Post_Sale_6,Post_Sale_7,Post_Sale_8,Post_Sale_9,Post_Sale_10,Post_Sale_11,Post_Sale_12,Prev_Sale_1,Prev_Sale_2,Prev_Sale_3,Prev_Sale_4,Prev_Sale_5,Prev_Sale_6,Prev_Sale_7,Prev_Sale_8,Prev_Sale_9,Prev_Sale_10,Prev_Sale_11,Prev_Sale_12
202010,119826.0,136080.0,136080.0,136080.0,136080.0,136080.0,120960.0,120960.0,120960.0,120960.0,120960.0,136080.0,136080.0,136080.0,136080.0,181440.0,181440.0,181440.0,151200.0,166320.0,181440.0,196560.0,226801.0,453600.0,453600.0,120960.0,150599.0,75600.0,74844.0,105840.0,120960.0,120960.0,128520.0,29862.0,0.0,62748.0,87696.0
202011,61992.0,136080.0,136080.0,105840.0,105840.0,105840.0,105840.0,120960.0,120960.0,120960.0,120960.0,120960.0,151200.0,136080.0,181440.0,181440.0,181440.0,151200.0,166320.0,181440.0,196560.0,226801.0,453600.0,453600.0,446040.0,119826.0,120960.0,150599.0,75600.0,74844.0,105840.0,120960.0,120960.0,128520.0,29862.0,0.0,62748.0
202012,98280.0,136080.0,136080.0,151200.0,151200.0,151200.0,151200.0,151200.0,151200.0,151200.0,151200.0,191273.0,191273.0,181440.0,181440.0,181440.0,151200.0,166320.0,181440.0,196560.0,226800.0,453600.0,453600.0,446040.0,299376.0,61992.0,119826.0,120960.0,150599.0,75600.0,74844.0,105840.0,120960.0,120960.0,128520.0,29862.0,0.0
202013,115975.0,181440.0,181440.0,181440.0,166320.0,151200.0,151200.0,151200.0,151200.0,151200.0,151200.0,151200.0,191273.0,181440.0,181440.0,151200.0,166320.0,181440.0,196560.0,226800.0,453600.0,453600.0,446040.0,299376.0,365904.0,98280.0,61992.0,119826.0,120960.0,150599.0,75600.0,74844.0,105840.0,120960.0,120960.0,128520.0,29862.0
202014,70686.0,75600.0,75600.0,75600.0,75600.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,136080.0,136080.0,166320.0,181440.0,196560.0,257040.0,272160.0,272160.0,257040.0,302400.0,347760.0,393120.0,115975.0,98280.0,61992.0,119826.0,120960.0,150599.0,75600.0,74844.0,105840.0,120960.0,120960.0,128520.0
202015,45360.0,136080.0,181440.0,181440.0,181440.0,181440.0,181440.0,151200.0,151200.0,151200.0,151200.0,151200.0,151200.0,105840.0,166320.0,181440.0,196560.0,257040.0,272160.0,272160.0,257040.0,302400.0,347760.0,393120.0,378000.0,70686.0,115975.0,98280.0,61992.0,119826.0,120960.0,150599.0,75600.0,74844.0,105840.0,120960.0,120960.0
202016,90720.0,105840.0,136080.0,151200.0,151200.0,151200.0,151200.0,151200.0,151200.0,151200.0,151200.0,151200.0,151200.0,120960.0,166320.0,226800.0,226800.0,211680.0,211680.0,241920.0,287280.0,302400.0,393120.0,378000.0,393120.0,45360.0,70686.0,115975.0,98280.0,61992.0,119826.0,120960.0,150599.0,75600.0,74844.0,105840.0,120960.0
202017,117180.0,120960.0,166320.0,166320.0,166320.0,166320.0,166320.0,166320.0,166320.0,166320.0,166320.0,166320.0,166320.0,166320.0,226800.0,226800.0,211680.0,211680.0,241920.0,287280.0,302400.0,393120.0,378000.0,393120.0,438480.0,90720.0,45360.0,70686.0,115975.0,98280.0,61992.0,119826.0,120960.0,150599.0,75600.0,74844.0,105840.0
202018,57456.0,166320.0,166320.0,181440.0,181440.0,181440.0,181440.0,181440.0,181440.0,181440.0,166320.0,166320.0,166320.0,60480.0,272160.0,136080.0,241920.0,211681.0,302400.0,317520.0,347760.0,362880.0,378000.0,408240.0,181440.0,117180.0,90720.0,45360.0,70686.0,115975.0,98280.0,61992.0,119826.0,120960.0,150599.0,75600.0,74844.0
202019,146219.0,60480.0,226800.0,226800.0,196560.0,196560.0,196560.0,196560.0,196560.0,196560.0,196560.0,196560.0,196560.0,120960.0,120960.0,181440.0,166321.0,211680.0,211680.0,196560.0,151200.0,196560.0,241920.0,136080.0,226800.0,57456.0,117180.0,90720.0,45360.0,70686.0,115975.0,98280.0,61992.0,119826.0,120960.0,150599.0,75600.0
